symbol,H1-2025,H2-2025,VAL,INTERSECT
CPF,True,True,True,True
CPHC,True,True,True,True
CPHI,True,True,True,True
CPHY,False,False,True,False
CPII,True,True,True,True
CPIX,True,True,True,True
CPK,True,True,True,True
CPLB,True,True,True,True
CPLS,True,True,True,True
CPNG,True,True,True,True
CPNJ,True,True,True,True
CPNM,False,True,True,False
CPNQ,True,True,True,True
CPNS,True,True,True,True
CPOP,True,True,True,True
CPRA,False,True,True,False
CPRI,True,True,True,True
CPRJ,True,True,True,True
CPRO,True,True,True,True
CPRT,True,True,True,True
CPRX,True,True,True,True
CPRY,True,True,True,True
CPS,True,True,True,True
CPSA,True,True,True,True
CPSD,True,True,True,True
CPSF,False,True,True,False
CPSH,True,True,True,True
CPSJ,True,True,True,True
CPSL,True,True,True,True
CPSM,True,True,True,True
CPSN,True,True,True,True
CPSO,True,True,True,True
CPSP,False,True,True,False
CPSR,False,True,True,False
CPSS,True,True,True,True
CPST,True,True,True,True
CPSU,False,True,True,False
CPSY,True,True,True,True
CPT,True,True,True,True
CPXR,True,True,True,True
CPZ,True,True,True,True
CQP,True,True,True,True
CQQQ,True,True,True,True
CR,True,True,True,True
CRAC,False,False,True,False
CRACR,False,False,True,False
CRACU,False,False,True,False
CRACW,False,False,True,False
CRAI,True,True,True,True
CRAK,True,True,True,True
CRAN,False,False,True,False
CRANR,False,False,True,False
CRANU,False,False,True,False
CRAQ,False,True,True,False
CRAQR,False,True,True,False
CRAQU,False,True,True,False
CRBD,True,True,True,True
CRBG,True,True,True,True
CRBN,True,True,True,True
CRBP,True,True,True,True
CRBU,True,True,True,True
CRC,True,True,True,True
CRCA,False,False,True,False
CRCD,False,False,True,False
CRCG,False,False,True,False
CRCL,False,True,True,False
CRCO,False,False,True,False
CRCT,True,True,True,True
CRD.A,True,True,True,True
CRD.B,True,True,True,True
CRDF,True,True,True,True
CRDL,True,True,True,True
CRDO,True,True,True,True
CRDT,True,True,True,True
CRDU,False,False,True,False
CRE,False,True,True,False
CRED,True,True,True,True
CREG,True,True,True,True
CRESW,True,True,False,False
CRESY,True,True,True,True
CREV,True,True,False,False
CREVW,True,True,False,False
CREX,True,True,True,True
CRF,True,True,True,True
CRGO,True,True,True,True
CRGOW,True,True,True,True
CRGX,True,False,False,False
CRGY,True,True,True,True
CRH,True,True,True,True
CRI,True,True,True,True
CRIS,True,True,True,True
CRK,True,True,True,True
CRL,True,True,True,True
CRM,True,True,True,True
CRMD,True,True,True,True
CRMG,False,True,True,False
CRML,True,True,True,True
CRMLW,True,True,True,True
CRMT,True,True,True,True
CRMX,False,False,True,False
CRNC,True,True,True,True
CRNT,True,True,True,True
CRNX,True,True,True,True
CRON,True,True,True,True
CROX,True,True,True,True
CRPT,True,True,True,True
CRS,True,True,True,True
CRSH,True,True,True,True
CRSP,True,True,True,True
CRSR,True,True,True,True
CRT,True,True,True,True
CRTC,True,True,True,True
CRTO,True,True,True,True
CRUS,True,True,True,True
CRVL,True,True,True,True
CRVO,True,True,True,True
CRVS,True,True,True,True
CRWD,True,True,True,True
CRWG,False,False,True,False
CRWL,True,True,True,True
CRWS,True,True,True,True
CRWU,False,True,True,False
CRWV,False,True,True,False
CRXP,False,False,True,False
CSAI,True,True,True,True
CSAN,True,True,True,True
CSB,True,True,True,True
CSBR,True,True,True,True
CSCI,True,False,False,False
CSCL,False,True,True,False
CSCO,True,True,True,True
CSCS,False,True,True,False
CSD,True,True,True,True
CSEX,False,False,True,False
CSGP,True,True,True,True
CSGS,True,True,True,True
CSHI,True,True,True,True
CSHP,True,True,True,True
CSIO,False,False,True,False
CSIQ,True,True,True,True
CSL,True,True,True,True
CSM,True,True,True,True
CSMD,True,True,True,True
CSNR,False,True,True,False
CSPF,False,True,True,False
CSPI,True,True,True,True
CSQ,True,True,True,True
CSR,True,True,True,True
CSRE,False,True,True,False
CSSD,False,False,True,False
CSTE,True,True,True,True
CSTK,False,True,True,False
CSTL,True,True,True,True
CSTM,True,True,True,True
CSV,True,True,True,True
CSW,False,True,True,False
CSWC,True,True,True,True
CSWCZ,True,False,False,False
CSWI,True,False,False,False
CSX,True,True,True,True
CTA,True,True,True,True
CTA-A,True,True,True,True
CTA-B,True,True,True,True
CTAP,False,False,True,False
CTAS,True,True,True,True
CTBB,True,True,True,True
CTBI,True,True,True,True
CTDD,True,True,True,True
CTEC,True,True,True,True
CTEF,False,True,True,False
CTEST,True,True,True,True
CTEST.E,True,True,True,True
CTEST.G,True,True,True,True
CTEST.L,True,True,True,True
CTEST.O,True,True,True,True
CTEST.S,True,True,True,True
CTEST.V,True,True,True,True
CTEV,False,True,True,False
CTEX,True,True,True,True
CTGO,True,True,True,True
CTIF,False,True,True,False
CTKB,True,True,True,True
CTLP,True,True,True,True
CTM,True,True,True,True
CTMX,True,True,True,True
CTNM,True,True,True,True
CTNT,True,True,True,True
CTO,True,True,True,True
CTO-A,True,True,True,True
CTOR,True,True,True,True
CTOS,True,True,True,True
CTRA,True,True,True,True
CTRE,True,True,True,True
CTRI,True,True,True,True
CTRM,True,True,True,True
CTRN,True,True,True,True
CTS,True,True,True,True
CTSH,True,True,True,True
CTSO,True,True,True,True
CTVA,True,True,True,True
CTW,False,True,True,False
CTWO,False,True,True,False
CTXR,True,True,True,True
CUB,True,True,True,True
CUBA,True,False,False,False
CUBB,True,True,True,True
CUBE,True,True,True,True
CUBI,True,True,True,True
CUBI-E,True,False,False,False
CUBI-F,True,True,False,False
CUBWU,True,True,True,True
CUBWW,True,True,True,True
CUE,True,True,True,True
CUK,True,True,True,True
CULP,True,True,True,True
CUPR,False,True,True,False
CURB,True,True,True,True
CURE,True,True,True,True
CURI,True,True,True,True
CURIW,True,False,False,False
CURR,True,True,True,True
CURV,True,True,True,True
CURX,False,False,True,False
CUSD,False,False,True,False
CUT,True,True,True,True
CUZ,True,True,True,True
CV,False,True,True,False
CVAC,True,True,False,False
CVAR,True,True,True,True
CVBF,True,True,True,True
CVCO,True,True,True,True
CVE,True,True,True,True
CVE+,True,True,False,False
CVEO,True,True,True,True
CVGI,True,True,True,True
CVGW,True,True,True,True
CVI,True,True,True,True
CVIE,True,True,True,True
CVKD,True,True,True,True
CVLC,True,True,True,True
CVLG,True,True,True,True
CVLT,True,True,True,True
CVM,True,True,True,True
CVMC,True,True,True,True
CVNA,True,True,True,True
CVNX,False,True,True,False
CVNY,True,True,True,True
CVR,True,True,True,True
CVRD,True,True,True,True
CVRT,True,True,True,True
CVRX,True,True,True,True
CVS,True,True,True,True
CVSB,True,True,True,True
CVSE,True,False,False,False
CVU,True,True,True,True
CVV,True,True,True,True
CVX,True,True,True,True
CVY,True,True,True,True
CW,True,True,True,True
CWAN,True,True,True,True
CWB,True,True,True,True
CWBC,True,True,True,True
CWCO,True,True,True,True
CWD,True,True,True,True
CWEB,True,True,True,True
CWEN,True,True,True,True
CWEN.A,True,True,False,False
CWH,True,True,True,True
CWI,True,True,True,True
CWII,False,False,True,False
CWK,True,True,True,True
CWS,True,True,True,True
CWST,True,True,True,True
CWT,True,True,True,True
CWVX,False,True,True,False
CX,True,True,True,True
CXAI,True,True,True,True
CXAIW,True,True,True,True
CXDO,True,True,True,True
CXE,True,True,True,True
CXH,True,True,True,True
CXM,True,True,True,True
CXRN,True,True,True,True
CXSE,True,True,True,True
CXT,True,True,True,True
CXW,True,True,True,True
CYBN,True,True,False,False
CYBR,True,True,False,False
CYCC,True,False,False,False
CYCCP,True,False,False,False
CYCN,True,True,True,True
CYCU,False,True,True,False
CYCUW,False,True,True,False
CYD,True,True,True,True
CYH,True,True,True,True
CYN,True,True,True,True
CYPH,False,False,True,False
CYRX,True,True,True,True
CYTK,True,True,True,True
CZA,True,True,True,True
CZAR,True,True,True,True
CZFS,True,True,True,True
CZNC,True,True,True,True
CZR,True,True,True,True
CZWI,True,True,True,True
D,True,True,True,True
DAAQ,False,True,True,False
DAAQU,False,True,True,False
DAAQW,False,True,True,False
DABS,False,True,True,False
DAC,True,True,True,True
DADA,True,False,False,False
DADS,False,False,True,False
DAIC,False,True,True,False
DAICW,False,True,True,False
DAIO,True,True,True,True
DAK,False,True,True,False
DAKT,True,True,True,True
DAL,True,True,True,True
DALI,True,True,True,True
DALN,True,False,False,False
DAMD,False,False,True,False
DAN,True,True,True,True
DANA,False,False,True,False
DAO,True,True,True,True
DAPP,True,True,True,True
DAPR,True,True,True,True
DAR,True,True,True,True
DARE,True,True,True,True
DARP,True,True,True,True
DASH,True,True,True,True
DAT,True,True,True,True
DATS,True,False,False,False
DATSW,True,False,False,False
DAUG,True,True,True,True
DAVA,True,True,True,True
DAVE,True,True,True,True
DAVEW,True,True,True,True
DAWN,True,True,False,False
DAX,True,True,True,True
DAY,True,True,False,False
DB,True,True,True,True
DBA,True,True,True,True
DBAW,True,True,True,True
DBB,True,True,True,True
DBC,True,True,True,True
DBD,True,True,True,True
DBE,True,True,True,True
DBEF,True,True,True,True
DBEM,True,True,True,True
DBEU,True,True,True,True
DBEZ,True,True,True,True
DBGI,False,False,True,False
DBI,True,True,True,True
DBJP,True,True,True,True
DBL,True,True,True,True
DBMF,True,True,True,True
DBND,True,True,True,True
DBO,True,True,True,True
DBP,True,True,True,True
DBRG,True,True,True,True
DBRG-H,True,True,True,True
DBRG-I,True,True,True,True
DBRG-J,True,True,True,True
DBVT,True,True,True,True
DBX,True,True,True,True
DC,True,True,True,True
DC+,True,True,False,False
DCAP,True,False,False,False
DCBO,True,True,True,True
DCGO,True,True,True,True
DCI,True,True,True,True
DCMT,True,True,True,True
DCO,True,True,True,True
DCOM,True,True,True,True
DCOMG,True,True,False,False
DCOMP,True,True,False,False
DCOR,True,True,True,True
DCOY,False,False,True,False
DCRE,True,True,True,True
DCTH,True,True,True,True
DCX,False,False,True,False
DD,True,True,True,True
DDC,True,True,True,True
DDD,True,True,True,True
DDEC,True,True,True,True
DDFD,False,False,True,False
DDFJ,False,False,True,False
DDFL,False,True,True,False
DDFN,False,False,True,False
DDFO,False,False,True,False
DDFS,False,False,True,False
DDI,True,True,True,True
DDIV,True,True,True,True
DDL,True,True,True,True
DDLS,True,True,True,True
DDM,True,True,True,True
DDNQ,False,False,True,False
DDOG,True,True,True,True
DDS,True,True,True,True
DDSQ,False,False,True,False
DDT,True,True,True,True
DDTD,False,False,True,False
DDTJ,False,False,True,False
DDTL,False,True,True,False
DDTN,False,False,True,False
DDTO,False,False,True,False
DDTS,False,False,True,False
DDV,False,False,True,False
DDWM,True,True,True,True
DDX,False,False,True,False
DDXX,False,False,True,False
DE,True,True,True,True
DEA,True,True,True,True
DEC,True,True,True,True
DECK,True,True,True,True
DECM,True,True,True,True
DECO,True,True,True,True
DECP,True,True,True,True
DECT,True,True,True,True
DECU,True,True,True,True
DECW,True,True,True,True
DECZ,True,True,True,True
DEED,True,True,True,True
DEEF,True,True,True,True
DEEP,True,True,True,True
DEFI,True,True,True,True
DEFR,False,True,True,False
DEFT,False,True,True,False
DEHP,True,True,True,True
DEI,True,True,True,True
DELL,True,True,True,True
DEM,True,True,True,True
DEMZ,True,True,True,True
DENN,True,True,False,False
DEO,True,True,True,True
DERM,True,True,True,True
DES,True,True,True,True
DESK,True,True,True,True
DEUS,True,True,True,True
DEVS,True,True,True,True
DEW,True,True,True,True
DEXC,True,True,True,True
DFAC,True,True,True,True
DFAE,True,True,True,True
DFAI,True,True,True,True
DFAR,True,True,True,True
DFAS,True,True,True,True
DFAT,True,True,True,True
DFAU,True,True,True,True
DFAW,True,True,True,True
DFAX,True,True,True,True
DFCA,True,True,True,True
DFCF,True,True,True,True
DFDV,False,True,True,False
DFDVW,False,False,True,False
DFE,True,True,True,True
DFEB,True,True,True,True
DFEM,True,True,True,True
DFEN,True,True,True,True
DFEV,True,True,True,True
DFGP,True,True,True,True
DFGR,True,True,True,True
DFGX,True,True,True,True
DFH,True,True,True,True
DFIC,True,True,True,True
DFII,False,True,True,False
DFIN,True,True,True,True
DFIP,True,True,True,True
DFIS,True,True,True,True
DFIV,True,True,True,True
DFJ,True,True,True,True
DFLI,True,True,True,True
DFLIW,True,True,True,True
DFLV,True,True,True,True
DFND,True,True,False,False
DFNL,True,True,True,True
DFNM,True,True,True,True
DFP,True,True,True,True
DFSB,True,True,True,True
DFSC,False,True,True,False
DFSCW,False,True,True,False
DFSD,True,True,True,True
DFSE,True,True,True,True
DFSI,True,True,True,True
DFSU,True,True,True,True
DFSV,True,True,True,True
DFTT,False,False,True,False
DFTX,False,False,True,False
DFUS,True,True,True,True
DFUV,True,True,True,True
DFVE,True,True,True,True
DFVX,True,True,True,True
DG,True,True,True,True
DGCB,True,True,True,True
DGICA,True,True,True,True
DGICB,True,True,True,True
DGII,True,True,True,True
DGIN,True,True,True,True
DGJA,False,False,True,False
DGLO,False,False,True,False
DGLY,True,True,False,False
DGNX,True,True,True,True
DGOC,False,False,True,False
DGP,True,True,True,True
DGRE,True,True,True,True
DGRO,True,True,True,True
DGRS,True,True,True,True
DGRW,True,True,True,True
DGS,True,True,True,True
DGT,True,True,True,True
DGX,True,True,True,True
DGXX,False,True,True,False
DGZ,True,True,True,True
DH,True,True,True,True
DHAI,True,False,False,False
DHAIW,True,False,False,False
DHC,True,True,True,True
DHCNI,True,True,True,True
DHCNL,True,True,True,True
DHDG,True,True,True,True
DHF,True,True,True,True
DHI,True,True,True,True
DHIL,True,True,False,False
DHLX,False,False,True,False
DHR,True,True,True,True
DHS,True,True,True,True
DHSB,False,True,True,False
DHT,True,True,True,True
DHX,True,True,True,True
DHY,True,True,True,True
DIA,True,True,True,True
DIAL,True,True,True,True
DIAX,True,True,False,False
DIBS,True,True,True,True
DIEM,True,True,True,True
DIG,True,True,True,True
DIHP,True,True,True,True
DIM,True,True,True,True
DIME,False,False,True,False
DIN,True,True,True,True
DINO,True,True,True,True
DINT,True,True,True,True
DIOD,True,True,True,True
DIPS,True,True,True,True
DIS,True,True,True,True
DISO,True,True,True,True
DIST,True,False,False,False
DISTR,True,False,False,False
DISTW,True,False,False,False
DISV,True,True,True,True
DIT,True,True,True,True
DIV,True,True,True,True
DIVB,True,True,True,True
DIVD,True,True,True,True
DIVE,False,False,True,False
DIVG,True,True,True,True
DIVI,True,True,True,True
DIVL,True,True,True,True
DIVN,False,True,True,False
DIVO,True,True,True,True
DIVP,True,True,True,True
DIVS,True,True,True,True
DIVY,True,True,True,True
DIVZ,True,True,True,True
DJAN,True,True,True,True
DJCO,True,True,True,True
DJD,True,True,True,True
DJIA,True,True,True,True
DJP,True,True,True,True
DJT,True,True,True,True
DJTU,False,True,True,False
DJTWW,True,True,True,True
DJUL,True,True,True,True
DJUN,True,True,True,True
DK,True,True,True,True
DKI,False,False,True,False
DKL,True,True,True,True
DKNG,True,True,True,True
DKNX,False,True,True,False
DKS,True,True,True,True
DKUP,False,True,False,False
DLAG,False,False,True,False
DLB,True,True,True,True
DLHC,True,True,True,True
DLLL,False,True,True,False
DLN,True,True,True,True
DLNG,True,True,True,True
DLNG-A,True,True,True,True
DLNG-B,True,False,False,False
DLNV,False,False,True,False
DLO,True,True,True,True
DLPN,True,True,True,True
DLR,True,True,True,True
DLR-J,True,True,True,True
DLR-K,True,True,True,True
DLR-L,True,True,True,True
DLS,True,True,True,True
DLTH,True,True,True,True
DLTR,True,True,True,True
DLX,True,True,True,True
DLXY,False,True,True,False
DLY,True,True,True,True
DMA,True,True,True,True
DMAA,False,True,True,False
DMAAR,False,True,True,False
DMAAU,True,True,True,True
DMAC,True,True,True,True
DMAR,True,True,True,True
DMAT,True,True,False,False
DMAX,True,True,True,True
DMAY,True,True,True,True
DMB,True,True,True,True
DMBS,True,True,True,True
DMCY,True,True,False,False
DMF,True,False,False,False
DMII,False,False,True,False
DMIIR,False,False,True,False
DMIIU,False,False,True,False
DMLP,True,True,True,True
DMO,True,True,True,True
DMRC,True,True,True,True
DMX,True,True,True,True
DMXF,True,True,True,True
DMYY,True,False,False,False
DMYY+,True,False,False,False
DMYY=,True,False,False,False
DNA,True,True,True,True
DNB,True,False,False,False
DNL,True,True,True,True
DNLI,True,True,True,True
DNMX,False,False,True,False
DNMXU,False,False,True,False
DNMXW,False,False,True,False
DNN,True,True,True,True
DNOV,True,True,True,True
DNOW,True,True,True,True
DNP,True,True,True,True
DNTH,True,True,True,True
DNUT,True,True,True,True
DOC,True,True,True,True
DOCN,True,True,True,True
DOCS,True,True,True,True
DOCT,True,True,True,True
DOCU,True,True,True,True
DOG,True,True,True,True
DOGG,True,True,True,True
DOGZ,True,True,True,True
DOJE,False,False,True,False
DOL,True,True,True,True
DOLE,True,True,True,True
DOMH,True,True,True,True
DOMO,True,True,True,True
DON,True,True,True,True
DOO,False,False,True,False
DOOO,True,True,False,False
DORM,True,True,True,True
DOUG,True,True,True,True
DOV,True,True,True,True
DOW,True,True,True,True
DOX,True,True,True,True
DOYU,True,True,True,True
DPG,True,True,True,True
DPRO,True,True,True,True
DPST,True,True,True,True
DPZ,True,True,True,True
DQ,True,True,True,True
DRAG,True,False,False,False
DRAI,True,True,True,True
DRAY,False,True,True,False
DRCT,True,True,True,True
DRD,True,True,True,True
DRDB,False,True,True,False
DRDBU,True,True,True,True
DRDBW,False,True,True,False
DRES,False,False,True,False
DRGN,False,True,True,False
DRH,True,True,True,True
DRH-A,True,True,False,False
DRI,True,True,True,True
DRIO,True,True,True,True
DRIP,True,True,True,True
DRIV,True,True,True,True
DRKY,False,False,True,False
DRLL,True,True,True,True
DRMA,True,True,True,True
DRMAW,True,True,True,True
DRN,True,True,True,True
DRNZ,False,False,True,False
DRRX,True,False,False,False
DRS,True,True,True,True
DRSK,True,True,True,True
DRTS,True,True,True,True
DRTSW,True,True,True,True
DRUG,True,True,True,True
DRUP,True,True,True,True
DRV,True,True,True,True
DRVN,True,True,True,True
DSAC,False,False,True,False
DSACU,False,False,True,False
DSACW,False,False,True,False
DSCF,True,False,False,False
DSEP,True,True,True,True
DSGN,True,True,True,True
DSGR,True,True,True,True
DSGX,True,True,True,True
DSI,True,True,True,True
DSL,True,True,True,True
DSM,True,True,True,True
DSMC,True,True,True,True
DSP,True,True,True,True
DSPY,False,True,True,False
DSS,True,True,True,True
DSTL,True,True,True,True
DSTX,True,True,True,True
DSU,True,True,True,True
DSWL,True,True,True,True
DSX,True,True,True,True
DSX+,True,True,True,True
DSX-B,True,True,True,True
DSY,True,True,True,True
DSYWW,True,True,True,True
DT,True,True,True,True
DTAN,True,True,True,True
DTB,True,True,True,True
DTCK,True,True,False,False
DTCR,True,True,True,True
DTCX,False,False,True,False
DTD,True,True,True,True
DTE,True,True,True,True
DTEC,True,True,True,True
DTF,True,True,True,True
DTG,True,True,True,True
DTH,True,True,True,True
DTI,True,True,True,True
DTIL,True,True,True,True
DTK,False,False,True,False
DTM,True,True,True,True
DTRE,True,True,True,True
DTSQ,True,True,True,True
DTSQR,True,True,True,True
DTSQU,True,True,True,True
DTSS,True,True,True,True
DTST,True,True,True,True
DTSTW,True,True,True,True
DTW,True,True,True,True
DUBS,True,True,True,True
DUG,True,True,True,True
DUHP,True,True,True,True
DUK,True,True,True,True
DUK-A,True,True,True,True
DUKB,True,True,True,True
DUKH,True,True,True,True
DUKQ,True,True,True,True
DUKX,True,True,True,True
DUKZ,True,True,True,True
DULL,True,True,True,True
DUNK,False,False,True,False
DUO,True,True,True,True
DUOG,False,False,True,False
DUOL,True,True,True,True
DUOT,True,True,True,True
DURA,True,True,True,True
DUSA,True,True,True,True
DUSB,True,True,True,True
DUSL,True,True,True,True
DUST,True,True,True,True
DV,True,True,True,True
DVA,True,True,True,True
DVAL,True,True,True,True
DVAX,True,True,False,False
DVDN,True,True,True,True
DVGR,False,False,True,False
DVIN,False,True,True,False
DVLT,False,True,True,False
DVLU,True,True,True,True
DVN,True,True,True,True
DVND,True,True,True,True
DVOL,True,True,True,True
DVQQ,True,True,True,True
DVRE,False,True,True,False
DVS,False,True,False,False
DVSP,True,True,True,True
DVUT,False,True,True,False
DVXB,False,True,True,False
DVXC,False,True,True,False
DVXE,False,True,True,False
DVXF,False,True,True,False
DVXK,False,True,True,False
DVXP,False,True,True,False
DVXV,False,True,True,False
DVXY,False,True,True,False
DVY,True,True,True,True
DVYA,True,True,True,True
DVYE,True,True,True,True
DWAS,True,True,True,True
DWAT,True,False,False,False
DWAW,True,True,True,True
DWCR,True,False,False,False
DWLD,True,True,True,True
DWM,True,True,True,True
DWMF,True,True,True,True
DWSH,True,True,True,True
DWSN,True,True,True,True
DWTX,True,True,True,True
DWUS,True,True,True,True
DWX,True,True,True,True
DX,True,True,True,True
DX-C,True,True,True,True
DXC,True,True,True,True
DXCM,True,True,True,True
DXD,True,True,True,True
DXF,True,True,True,True
DXIV,True,True,True,True
DXJ,True,True,True,True
DXJS,True,False,False,False
DXLG,True,True,True,True
DXPE,True,True,True,True
DXR,True,True,True,True
DXST,True,True,True,True
DXUV,True,True,True,True
DXYZ,True,True,True,True
DY,True,True,True,True
DYAI,True,True,True,True
DYCQ,True,False,False,False
DYCQR,True,False,False,False
DYCQU,True,False,False,False
DYFI,True,True,True,True
DYLD,True,True,True,True
DYLG,True,True,True,True
DYN,True,True,True,True
DYNB,False,False,True,False
DYNF,True,True,True,True
DYNI,True,False,False,False
DYNX,True,False,False,False
DYNXU,True,False,False,False
DYNXW,True,False,False,False
DYOR,False,False,True,False
DYORU,False,False,True,False
DYORW,False,False,True,False
DYTA,True,True,True,True
DZZ,True,True,True,True
E,True,True,True,True
EA,True,True,True,True
EAD,True,True,True,True
EAF,True,True,True,True
EAFG,True,True,True,True
EAGG,True,True,True,True
EAGL,True,True,True,True
EAI,True,True,True,True
EALT,True,True,True,True
EAOA,True,True,True,True
EAOK,True,True,True,True
EAOM,True,True,True,True
EAOR,True,True,True,True
EAPR,True,True,True,True
EARN,True,True,True,True
EASG,True,True,True,True
EASY,False,False,True,False
EAT,True,True,True,True
EATZ,True,True,False,False
EB,True,True,False,False
EBAY,True,True,True,True
EBC,True,True,True,True
EBF,True,True,True,True
EBI,False,True,True,False
EBIT,True,True,True,True
EBIZ,True,True,True,True
EBMT,True,True,True,True
EBND,True,True,True,True
EBON,True,True,True,True
EBR,True,False,False,False
EBR.B,True,False,False,False
EBS,True,True,True,True
EBTC,True,False,False,False
EBUF,True,True,True,True
EC,True,True,True,True
ECAT,True,True,True,True
ECBK,True,True,True,True
ECC,True,True,True,True
ECC-D,True,True,True,True
ECCC,True,True,True,True
ECCF,True,True,False,False
ECCU,True,True,True,True
ECCV,True,True,True,True
ECCW,True,True,True,True
ECCX,True,True,True,True
ECDA,True,True,False,False
ECDAW,True,True,False,False
ECF,True,True,True,True
ECF-A,True,True,True,True
ECG,True,True,True,True
ECH,True,True,True,True
ECL,True,True,True,True
ECLN,True,False,False,False
ECML,True,True,True,True
ECNS,True,True,True,True
ECO,True,True,True,True
ECON,True,True,True,True
ECOR,True,True,True,True
ECOW,True,True,True,True
ECPG,True,True,True,True
ECVT,True,True,True,True
ECX,True,True,True,True
ECXWW,True,True,True,True
ED,True,True,True,True
EDAP,True,True,True,True
EDBL,True,True,True,True
EDBLW,True,True,True,True
EDC,True,True,True,True
EDD,True,True,True,True
EDEN,True,True,True,True
EDF,True,True,True,True
EDGE,True,True,True,True
EDGF,True,True,True,True
EDGH,True,True,True,True
EDGI,True,True,True,True
EDGU,True,True,True,True
EDHL,False,True,True,False
EDIT,True,True,True,True
EDIV,True,True,True,True
EDN,True,True,True,True
EDOG,True,True,True,True
EDOW,True,True,True,True
EDRY,True,True,True,True
EDSA,True,True,True,True
EDTK,True,True,True,True
EDU,True,True,True,True
EDUC,True,True,True,True
EDV,True,True,True,True
EDZ,True,True,True,True
EE,True,True,True,True
EEA,True,True,True,True
EEE,False,False,True,False
EEFT,True,True,True,True
EEIQ,True,True,True,True
EELV,True,True,True,True
EEM,True,True,True,True
EEMA,True,True,True,True
EEMO,True,True,True,True
EEMS,True,True,True,True
EEMV,True,True,True,True
EEMX,True,True,True,True
EES,True,True,True,True
EET,True,True,True,True
EETH,True,True,True,True
EEV,True,True,True,True
EEX,True,True,True,True
EFA,True,True,True,True
EFAA,True,True,True,True
EFAD,True,True,True,True
EFAS,True,True,True,True
EFAV,True,True,True,True
EFAX,True,True,True,True
EFC,True,True,True,True
EFC-A,True,True,False,False
EFC-B,True,True,True,True
EFC-C,True,True,True,True
EFC-D,True,True,True,True
EFFE,True,True,True,True
EFFI,True,True,True,True
EFG,True,True,True,True
EFIV,True,True,True,True
EFNL,True,True,True,True
EFO,True,True,True,True
EFOI,True,True,True,True
EFR,True,True,True,True
EFRA,True,True,True,True
EFSC,True,True,True,True
EFSCP,True,True,True,True
EFSI,False,True,True,False
EFT,True,True,True,True
EFTY,False,False,True,False
EFU,True,True,True,True
EFV,True,True,True,True
EFX,True,True,True,True
EFXT,True,True,True,True
EFZ,True,True,True,True
EG,True,True,True,True
EGAN,True,True,True,True
EGBN,True,True,True,True
EGG,False,True,True,False
EGGQ,True,True,True,True
EGGS,True,True,True,True
EGGY,True,True,True,True
EGHA,False,True,True,False
EGHAR,False,True,True,False
EGHAU,False,True,True,False
EGHT,True,True,True,True
EGLE,False,True,True,False
EGO,True,True,True,True
EGP,True,True,True,True
EGUS,True,True,True,True
EGY,True,True,True,True
EH,True,True,True,True
EHAB,True,True,True,True
EHC,True,True,True,True
EHGO,True,True,True,True
EHI,True,True,True,True
EHLD,False,True,True,False
EHLS,True,True,True,True
EHTH,True,True,True,True
EHY,False,False,True,False
EIC,True,True,True,True
EICA,True,True,True,True
EICB,True,True,False,False
EICC,True,True,False,False
EIDO,True,True,True,True
EIG,True,True,True,True
EIIA,True,True,True,True
EIM,True,True,True,True
EINC,True,True,True,True
EIPI,True,True,True,True
EIPX,True,True,True,True
EIRL,True,True,True,True
EIS,True,True,True,True
EIX,True,True,True,True
EJAN,True,True,True,True
EJH,True,True,True,True
EJUL,True,True,True,True
EKG,True,True,True,True
EKSO,True,True,True,True
EL,True,True,True,True
ELA,True,True,True,True
ELAB,True,True,True,True
ELAN,True,True,True,True
ELBM,True,True,True,True
ELC,True,True,True,True
ELCV,True,True,True,True
ELD,True,True,True,True
ELDN,True,True,True,True
ELE,False,False,True,False
ELEV,True,False,False,False
ELF,True,True,True,True
ELFY,False,True,True,False
ELIL,False,True,True,False
ELIS,False,True,False,False
ELLO,True,True,True,True
ELM,False,True,True,False
ELMD,True,True,True,True
ELME,True,True,True,True
ELOG,False,False,True,False
ELP,True,True,False,False
ELPC,True,True,True,True
ELPW,True,True,True,True
ELQD,True,False,False,False
ELS,True,True,True,True
ELSE,True,True,True,True
ELTK,True,True,True,True
ELTX,True,True,True,True
ELUT,True,True,True,True
ELV,True,True,True,True
ELVA,True,True,True,True
ELVN,True,True,True,True
ELVR,False,False,True,False
ELWS,True,True,False,False
ELWT,False,False,True,False
EM,True,True,False,False
EMA,False,True,True,False
EMAT,False,False,True,False
EMB,True,True,True,True
EMBC,True,True,True,True
EMBD,True,True,True,True
EMBJ,False,False,True,False
EMBX,False,False,True,False
EMC,True,True,True,True
EMCB,True,True,True,True
EMCG,True,False,False,False
EMCGR,True,False,False,False
EMCGU,True,False,False,False
EMCGW,True,False,False,False
EMCR,True,True,True,True
EMCS,True,True,True,True
EMD,True,True,True,True
EMDM,True,True,True,True
EMDV,True,True,True,True
EME,True,True,True,True
EMEQ,True,True,True,True
EMES,False,True,True,False
EMF,True,True,True,True
EMGF,True,True,True,True
EMHC,True,True,True,True
EMHY,True,True,True,True
EMIF,True,True,True,True
EMIS,False,False,True,False
EMISR,False,False,True,False
EMKT,False,False,True,False
EML,True,True,True,True
EMLC,True,True,True,True
EMLP,True,True,True,True
EMM,True,True,True,True
EMMF,True,True,True,True
EMN,True,True,True,True
EMNT,True,True,True,True
EMO,True,True,True,True
