kind,symbol,ex_date,old_rate,new_rate,ratio
reverse_splits,CRKN,2024-06-25,150,1,0.006666666667
reverse_splits,CRKN,2025-01-30,150,1,0.006666666667
reverse_splits,CRKR,2023-10-16,28.571428,1,0.0350000007
reverse_splits,CRMD,2019-03-26,5,1,0.2
reverse_splits,CRMX,2026-03-10,3,1,0.3333333333
reverse_splits,CRNCY,2021-01-25,13,11,0.8461538462
reverse_splits,CRNCY,2023-05-30,70,33,0.4714285714
reverse_splits,CRNCY,2023-10-20,3,2,0.6666666667
reverse_splits,CRNCY,2024-06-10,79,62,0.7848101266
reverse_splits,CROJF,2020-05-27,25,1,0.04
reverse_splits,CRRLX,2020-09-14,4,1,0.25
reverse_splits,CRSH,2025-12-02,10,1,0.1
reverse_splits,CRSM,2025-08-22,1000,1,0.001
reverse_splits,CRSTF,2023-03-23,3,1,0.3333333333
reverse_splits,CRSTF,2023-10-12,3,1,0.3333333333
reverse_splits,CRSTF,2025-10-21,3,1,0.3333333333
reverse_splits,CRSWF,2021-07-22,32.5,1,0.03076923077
reverse_splits,CRTD,2026-02-24,20,1,0.05
reverse_splits,CRTIF,2022-11-18,5,1,0.2
reverse_splits,CRTTF,2024-02-13,15,1,0.06666666667
reverse_splits,CRUUF,2020-06-16,10,1,0.1
forward_splits,CRVL,2024-12-26,1,3,3
forward_splits,CRWD,2026-07-02,1,4,4
reverse_splits,CRWG,2026-05-05,10,1,0.1
reverse_splits,CRWU,2026-08-24,10,1,0.1
reverse_splits,CRYBF,2023-11-01,10,1,0.1
reverse_splits,CSAI,2026-07-31,30,1,0.03333333333
reverse_splits,CSCIF,2026-07-07,3,1,0.3333333333
reverse_splits,CSCW,2022-09-26,40,1,0.025
forward_splits,CSGP,2021-06-28,1,10,10
forward_splits,CSJ,2018-08-08,1,2,2
forward_splits,CSLLY,2026-03-02,1,2,2
forward_splits,CSM,2022-01-13,1,2,2
reverse_splits,CSNRX,2020-09-14,4,1,0.25
forward_splits,CSPCY,2020-07-02,5,6,1.2
forward_splits,CSPCY,2020-11-16,5,8,1.6
forward_splits,CSPI,2024-03-21,1,2,2
reverse_splits,CSRVF,2026-08-04,30,1,0.03333333333
reverse_splits,CSSI,2025-03-14,20,1,0.05
reverse_splits,CSU,2020-12-14,15,1,0.06666666667
forward_splits,CSX,2021-06-29,1,3,3
reverse_splits,CTAGY,2025-05-01,15,1,0.06666666667
reverse_splits,CTAM,2020-12-30,10,1,0.1
reverse_splits,CTARF,2022-12-23,500,1,0.002
forward_splits,CTAS,2024-09-12,1,4,4
reverse_splits,CTBRX,2020-09-14,4,1,0.25
reverse_splits,CTBYX,2020-09-14,4,1,0.25
reverse_splits,CTDH,2020-12-09,100,1,0.01
reverse_splits,CTEC,2025-09-02,5,1,0.2
reverse_splits,CTGCF,2025-12-30,10,1,0.1
reverse_splits,CTHR,2024-05-17,10,1,0.1
reverse_splits,CTIVX,2020-09-14,4,1,0.25
reverse_splits,CTK,2022-05-09,13,1,0.07692307692
reverse_splits,CTLE,2021-06-14,70,1,0.01428571429
reverse_splits,CTMCF,2020-07-22,10,1,0.1
reverse_splits,CTMUF,2022-07-06,2,1,0.5
reverse_splits,CTNT,2024-10-24,16,1,0.0625
reverse_splits,CTNT,2026-04-29,200,1,0.005
forward_splits,CTO,2022-07-01,1,3,3
reverse_splits,CTR,2020-07-28,5,1,0.2
reverse_splits,CTRM,2021-05-28,10,1,0.1
reverse_splits,CTRM,2024-03-27,10,1,0.1
reverse_splits,CTRV,2018-05-29,8,1,0.125
reverse_splits,CTRV,2019-06-03,70,1,0.01428571429
reverse_splits,CTXR,2024-11-26,25,1,0.04
reverse_splits,CUAUF,2023-12-19,13,1,0.07692307692
reverse_splits,CUBT,2026-03-20,150,1,0.006666666667
reverse_splits,CUBXF,2024-01-19,10,1,0.1
reverse_splits,CUE,2026-04-24,30,1,0.03333333333
reverse_splits,CUEN,2021-02-02,2.5,1,0.4
reverse_splits,CUEN,2023-03-24,13,1,0.07692307692
reverse_splits,CUGUX,2020-09-14,4,1,0.25
reverse_splits,CUGYX,2020-09-14,4,1,0.25
reverse_splits,CUGZX,2020-09-14,4,1,0.25
reverse_splits,CUIRF,2024-08-23,2.88,1,0.3472222222
reverse_splits,CULTF,2023-08-23,4,1,0.25
reverse_splits,CULTF,2026-01-16,50,1,0.02
reverse_splits,CUPR,2026-05-27,8,1,0.125
reverse_splits,CURLF,2026-06-05,3,1,0.3333333333
reverse_splits,CURX,2026-08-20,20,1,0.05
reverse_splits,CUVRX,2020-09-14,4,1,0.25
forward_splits,CUZ,2016-10-07,1000,1417,1.417
reverse_splits,CUZ,2019-06-17,4,1,0.25
reverse_splits,CVEO,2020-11-20,12,1,0.08333333333
reverse_splits,CVKD,2024-08-20,15,1,0.06666666667
reverse_splits,CVLB,2020-10-14,5,1,0.2
forward_splits,CVLG,2025-01-02,1,2,2
reverse_splits,CVM,2025-05-20,30,1,0.03333333333
forward_splits,CVNA,2026-05-08,1,5,5
reverse_splits,CWBR,2022-09-23,30,1,0.03333333333
reverse_splits,CWD,2025-05-02,20,1,0.05
reverse_splits,CWEB,2022-05-31,10,1,0.1
forward_splits,CWI,2019-09-23,2,3,1.5
reverse_splits,CWNR,2021-08-04,100,1,0.01
reverse_splits,CWSFF,2024-01-29,15,1,0.06666666667
reverse_splits,CWVWF,2023-01-19,4,1,0.25
reverse_splits,CWVX,2025-12-02,5,1,0.2
reverse_splits,CXAI,2026-08-18,50,1,0.02
forward_splits,CXKJ,2022-10-18,1,10,10
forward_splits,CXSE,2020-10-19,1,2,2
reverse_splits,CYA,2024-02-12,20,1,0.05
reverse_splits,CYAP,2022-10-26,840,1,0.00119047619
reverse_splits,CYBHF,2024-07-30,10,1,0.1
reverse_splits,CYBN,2024-09-19,38,1,0.02631578947
reverse_splits,CYCC,2020-04-15,20,1,0.05
reverse_splits,CYCC,2023-12-18,15,1,0.06666666667
reverse_splits,CYCC,2025-05-12,16,1,0.0625
reverse_splits,CYCC,2025-07-07,15,1,0.06666666667
reverse_splits,CYCN,2023-05-16,20,1,0.05
reverse_splits,CYCU,2025-10-27,30,1,0.03333333333
reverse_splits,CYCU,2026-08-28,8,1,0.125
forward_splits,CYGIY,2021-04-09,1,4,4
reverse_splits,CYLRX,2020-09-14,4,1,0.25
reverse_splits,CYN,2024-07-05,100,1,0.01
reverse_splits,CYN,2025-02-18,150,1,0.006666666667
reverse_splits,CYNXF,2022-10-31,10,1,0.1
reverse_splits,CYRN,2022-02-09,20,1,0.05
reverse_splits,CYTO,2022-10-25,20,1,0.05
reverse_splits,CYTO,2023-12-13,20,1,0.05
reverse_splits,CYTX,2018-05-24,10,1,0.1
reverse_splits,CZOO,2023-02-09,20,1,0.05
reverse_splits,CZOO,2023-12-06,100,1,0.01
reverse_splits,CZSVF,2020-08-28,4,1,0.25
reverse_splits,DAC,2019-05-02,14,1,0.07142857143
reverse_splits,DAIC,2026-06-01,25,1,0.04
reverse_splits,DALXF,2020-06-04,100,1,0.01
reverse_splits,DARE,2024-07-01,12,1,0.08333333333
forward_splits,DASTY,2021-07-15,1,5,5
reverse_splits,DATS,2023-09-20,10,1,0.1
reverse_splits,DAVE,2023-01-06,32,1,0.03125
reverse_splits,DBCCF,2026-09-01,15,1,0.06666666667
reverse_splits,DBDIF,2021-05-10,28.124557,1,0.0355561156
reverse_splits,DBGI,2022-11-04,100,1,0.01
reverse_splits,DBGI,2023-08-22,25,1,0.04
reverse_splits,DBGI,2024-12-13,50,1,0.02
reverse_splits,DBGI,2026-07-24,40,1,0.025
reverse_splits,DBGIW,2022-11-04,100,1,0.01
reverse_splits,DBKSF,2023-10-04,100,1,0.01
reverse_splits,DBRG,2022-08-23,4,1,0.25
reverse_splits,DBVT,2024-06-07,2,1,0.5
reverse_splits,DBVT,2024-11-29,5,1,0.2
reverse_splits,DCAR,2019-03-11,6,1,0.1666666667
reverse_splits,DCFC,2024-04-02,200,1,0.005
reverse_splits,DCHRF,2023-06-06,10,1,0.1
reverse_splits,DCNNF,2023-10-25,10,1,0.1
reverse_splits,DCOY,2026-03-09,12,1,0.08333333333
reverse_splits,DCSX,2023-02-10,7,1,0.1428571429
reverse_splits,DCX,2026-01-22,12,1,0.08333333333
reverse_splits,DD,2019-06-03,10000,4725,0.4725
reverse_splits,DD,2026-06-24,3,1,0.3333333333
reverse_splits,DDC,2025-04-21,25,1,0.04
reverse_splits,DDHRF,2023-06-20,4,1,0.25
reverse_splits,DDIAF,2021-11-17,10,1,0.1
reverse_splits,DDIAF,2023-06-16,10,1,0.1
forward_splits,DDM,2018-05-24,1,3,3
forward_splits,DDM,2025-11-20,1,2,2
reverse_splits,DDNFF,2024-06-13,10,1,0.1
reverse_splits,DDR,2018-05-21,2,1,0.5
reverse_splits,DDR,2018-07-02,1,0.1,0.1
reverse_splits,DEA,2025-04-28,2.5,1,0.4
forward_splits,DECK,2024-09-17,1,6,6
reverse_splits,DECXF,2022-07-12,5,1,0.2
reverse_splits,DEEL,2020-06-11,100,1,0.01
forward_splits,DELL,2021-11-02,1000,1973,1.973
reverse_splits,DEVS,2025-08-08,10,1,0.1
forward_splits,DFDV,2025-05-21,1,7,7
reverse_splits,DFEL,2023-02-28,40,1,0.025
reverse_splits,DFFN,2018-12-14,15,1,0.06666666667
reverse_splits,DFFN,2022-04-19,50,1,0.02
reverse_splits,DFFN,2023-08-17,1.5,1,0.6666666667
forward_splits,DFKCY,2023-04-04,2,3,1.5
reverse_splits,DFLI,2024-11-22,9,1,0.1111111111
reverse_splits,DFLI,2025-12-18,10,1,0.1
reverse_splits,DFLYF,2021-07-29,5,1,0.2
reverse_splits,DFNS,2026-07-20,125,1,0.008
reverse_splits,DFTWX,2021-03-19,2,1,0.5
reverse_splits,DGAZ,2018-11-26,20,1,0.05
reverse_splits,DGLY,2023-02-08,20,1,0.05
reverse_splits,DGLY,2025-05-07,20,1,0.05
reverse_splits,DGLY,2025-05-23,100,1,0.01
forward_splits,DGNX,2025-09-09,1,8,8
reverse_splits,DGNX,2026-04-28,8,1,0.125
reverse_splits,DGTHF,2024-08-23,15,1,0.06666666667
reverse_splits,DGWR,2023-06-20,1500,1,0.0006666666667
reverse_splits,DHAI,2025-10-20,25,1,0.04
reverse_splits,DHBUF,2025-02-21,10,1,0.1
forward_splits,DHLGY,2026-03-30,1,2,2
reverse_splits,DIG,2020-04-21,10,1,0.1
forward_splits,DIG,2021-05-25,1,2,2
forward_splits,DIG,2022-05-27,1,4,4
reverse_splits,DIPS,2025-12-02,10,1,0.1
forward_splits,DIT,2026-03-23,1,1.5,1.5
reverse_splits,DIZNF,2020-11-19,20,1,0.05
forward_splits,DIZNF,2020-12-29,1,2,2
reverse_splits,DJIFF,2021-08-27,10,1,0.1
reverse_splits,DJTU,2026-07-13,10,1,0.1
reverse_splits,DKI,2026-05-11,16,1,0.0625
reverse_splits,DKMR,2021-12-15,1000,1,0.001
reverse_splits,DKNX,2026-03-20,5,1,0.2
reverse_splits,DLBS,2020-03-16,75,1,0.01333333333
forward_splits,DLLL,2026-06-26,1,8,8
forward_splits,DLN,2021-12-23,1,2,2
reverse_splits,DLPN,2020-11-27,5,1,0.2
reverse_splits,DLPN,2024-10-16,2,1,0.5
reverse_splits,DLRYF,2022-09-06,10,1,0.1
reverse_splits,DM,2024-06-11,10,1,0.1
reverse_splits,DMNID,2025-07-03,125,1,0.008
reverse_splits,DMPI,2019-05-08,10,1,0.1
reverse_splits,DMS,2023-08-29,15,1,0.06666666667
reverse_splits,DMYT.U,2020-12-29,1,0.5,0.5
reverse_splits,DNA,2024-08-20,40,1,0.025
reverse_splits,DNAX,2020-12-09,200,1,0.005
reverse_splits,DNCUF,2023-05-19,4,1,0.25
forward_splits,DNL,2021-06-10,1,2,2
reverse_splits,DNMR,2024-11-13,40,1,0.025
reverse_splits,DNRSF,2022-11-21,10,1,0.1
forward_splits,DNZOY,2023-10-03,1,2,2
reverse_splits,DOCKF,2022-12-30,10,1,0.1
forward_splits,DODBX,2025-10-27,1,8,8
forward_splits,DODFX,2025-10-27,1,4,4
forward_splits,DODGX,2025-10-27,1,16,16
reverse_splits,DOG,2018-05-24,4,1,0.25
reverse_splits,DOGZ,2023-11-07,20,1,0.05
reverse_splits,DOMA,2023-06-30,25,1,0.04
reverse_splits,DOSEF,2024-02-16,10,1,0.1
forward_splits,DOV,2018-05-09,1000,1238,1.238
forward_splits,DOXBX,2025-10-27,1,8,8
forward_splits,DOXFX,2025-10-27,1,4,4
forward_splits,DOXGX,2025-10-27,1,16,16
reverse_splits,DOYU,2024-03-28,10,1,0.1
reverse_splits,DPHCU,2020-10-29,1,0.333333,0.333333
reverse_splits,DPLS,2025-10-13,200,1,0.005
reverse_splits,DPRO,2024-09-05,25,1,0.04
reverse_splits,DPSI,2021-12-20,2,1,0.5
reverse_splits,DPSM,2021-06-04,150,1,0.006666666667
reverse_splits,DPST,2020-04-23,10,1,0.1
forward_splits,DPST,2021-10-25,1,5,5
reverse_splits,DPST,2023-06-05,10,1,0.1
reverse_splits,DPW,2019-03-15,20,1,0.05
forward_splits,DQ,2020-11-17,1,5,5
reverse_splits,DRAD,2019-06-05,10,1,0.1
reverse_splits,DRCT,2026-01-12,55,1,0.01818181818
reverse_splits,DRCT,2026-04-27,4,1,0.25
reverse_splits,DRETF,2024-02-27,2,1,0.5
reverse_splits,DRFS,2022-09-28,200,1,0.005
reverse_splits,DRIO,2019-11-18,20,1,0.05
reverse_splits,DRIO,2025-08-28,20,1,0.05
reverse_splits,DRIP,2019-06-28,5,1,0.2
forward_splits,DRIP,2020-03-27,1,12,12
reverse_splits,DRIP,2020-08-28,10,1,0.1
reverse_splits,DRIP,2022-03-28,10,1,0.1
reverse_splits,DRIP,2026-07-15,10,1,0.1
reverse_splits,DRMA,2023-03-14,16,1,0.0625
reverse_splits,DRMA,2024-05-16,15,1,0.06666666667
reverse_splits,DRMA,2025-08-01,10,1,0.1
reverse_splits,DRRX,2022-12-06,10,1,0.1
forward_splits,DRS,2022-11-23,1,1.451345,1.451345
reverse_splits,DRUG,2023-07-14,5,1,0.2
reverse_splits,DRUNF,2020-07-06,2,1,0.5
reverse_splits,DRV,2019-06-28,5,1,0.2
reverse_splits,DRV,2021-10-25,10,1,0.1
forward_splits,DSCSY,2023-04-04,1,6,6
reverse_splits,DSE,2020-11-09,10,1,0.1
forward_splits,DSEAF,2026-05-26,1,2,2
forward_splits,DSGR,2023-09-01,1,2,2
reverse_splits,DSHKD,2025-12-08,100,1,0.01
forward_splits,DSI,2020-12-07,1,2,2
forward_splits,DSNKY,2020-10-09,1,3,3
reverse_splits,DSS,2020-05-08,30,1,0.03333333333
reverse_splits,DSS,2024-01-05,20,1,0.05
reverse_splits,DSY,2026-02-23,20,1,0.05
reverse_splits,DTCBD,2025-07-09,40,1,0.025
reverse_splits,DTCK,2026-03-09,20,1,0.05
forward_splits,DTD,2021-12-23,1,2,2
reverse_splits,DTII,2022-06-28,500,1,0.002
reverse_splits,DTIL,2024-02-14,30,1,0.03333333333
reverse_splits,DTMIX,2021-03-19,2,1,0.5
reverse_splits,DTMXF,2025-02-19,30,1,0.03333333333
reverse_splits,DTRC,2021-05-25,4,1,0.25
reverse_splits,DTSS,2024-01-23,15,1,0.06666666667
reverse_splits,DTST,2021-05-14,40,1,0.025
reverse_splits,DTYS,2020-03-16,25,1,0.04
reverse_splits,DUG,2022-01-13,5,1,0.2
reverse_splits,DUG,2024-11-07,4,1,0.25
reverse_splits,DUKR,2026-03-06,25,1,0.04
reverse_splits,DULL,2026-02-24,50,1,0.02
reverse_splits,DUO,2022-06-07,15,1,0.06666666667
reverse_splits,DUO,2023-08-04,15,1,0.06666666667
reverse_splits,DUO,2025-06-09,16,1,0.0625
reverse_splits,DUOG,2026-05-05,10,1,0.1
reverse_splits,DUST,2020-04-23,25,1,0.04
reverse_splits,DUST,2024-11-04,10,1,0.1
reverse_splits,DUST,2026-03-05,10,1,0.1
reverse_splits,DUTV,2025-10-10,100,1,0.01
reverse_splits,DVHGF,2026-01-22,60,1,0.01666666667
reverse_splits,DVRRF,2022-07-15,5,1,0.2
forward_splits,DWDP,2019-04-02,1000,1487,1.487
forward_splits,DWNX,2021-08-09,1,2,2
reverse_splits,DWTX,2024-10-09,25,1,0.04
reverse_splits,DWWEF,2021-11-15,10,1,0.1
reverse_splits,DX,2019-06-21,3,1,0.3333333333
reverse_splits,DXAEF,2021-01-11,17,1,0.05882352941
forward_splits,DXC,2018-06-01,1000,1156,1.156
forward_splits,DXCM,2022-06-13,1,4,4
reverse_splits,DXD,2018-05-24,4,1,0.25
reverse_splits,DXD,2022-01-13,5,1,0.2
reverse_splits,DXF,2023-07-25,10,1,0.1
reverse_splits,DXFFD,2024-12-04,125,1,0.008
reverse_splits,DXIEF,2020-09-11,100,1,0.01
forward_splits,DXJS,2023-08-10,1,2,2
reverse_splits,DXST,2026-03-16,25,1,0.04
reverse_splits,DYNT,2023-02-02,5,1,0.2
reverse_splits,EACQU,2018-11-22,1,0.5,0.5
reverse_splits,EAF,2025-08-29,10,1,0.1
reverse_splits,EAR,2023-01-18,20,1,0.05
reverse_splits,EARS,2018-03-14,10,1,0.1
reverse_splits,EARS,2019-05-01,20,1,0.05
reverse_splits,EAST,2023-05-15,20,1,0.05
reverse_splits,EATBF,2023-03-09,7,1,0.1428571429
reverse_splits,EBCRY,2025-01-30,10,6.6666,0.66666
reverse_splits,EBET,2023-10-02,30,1,0.03333333333
reverse_splits,EBML,2023-08-03,5000,1,0.0002
reverse_splits,EBON,2022-11-22,30,1,0.03333333333
reverse_splits,EBRCZ,2026-04-01,10,1,0.1
reverse_splits,ECA,2020-01-27,5,1,0.2
reverse_splits,ECDA,2025-09-18,40,1,0.025
reverse_splits,ECDA,2025-12-26,5,1,0.2
reverse_splits,ECDP,2020-06-05,2500,1,0.0004
reverse_splits,ECMT,2021-05-21,10,1,0.1
reverse_splits,ECOR,2023-02-15,15,1,0.06666666667
reverse_splits,ECR,2019-03-01,15,1,0.06666666667
forward_splits,ECVTF,2025-05-23,1,10,10
reverse_splits,EDBL,2023-01-26,30,1,0.03333333333
reverse_splits,EDBL,2024-04-05,20,1,0.05
reverse_splits,EDBL,2025-03-03,25,1,0.04
reverse_splits,EDBL,2026-02-03,10,1,0.1
reverse_splits,EDBL,2026-07-13,45,1,0.02222222222
reverse_splits,EDDYF,2023-08-01,8,1,0.125
reverse_splits,EDGE,2019-03-18,20,1,0.05
reverse_splits,EDHL,2026-02-09,16,1,0.0625
reverse_splits,EDSA,2023-10-11,7,1,0.1428571429
forward_splits,EDU,2021-03-12,1,10,10
reverse_splits,EDU,2022-04-08,10,1,0.1
forward_splits,EDUC,2018-08-23,1,2,2
reverse_splits,EDUT,2022-12-20,3,1,0.3333333333
reverse_splits,EDYYF,2021-04-29,20,1,0.05
reverse_splits,EDZ,2018-03-29,5,1,0.2
reverse_splits,EDZ,2025-09-29,10,1,0.1
reverse_splits,EEIQ,2026-02-17,16,1,0.0625
forward_splits,EEMX,2023-01-12,1,2,2
reverse_splits,EENX,2020-06-26,100,1,0.01
reverse_splits,EEV,2018-05-24,5,1,0.2
reverse_splits,EEV,2025-11-20,2,1,0.5
reverse_splits,EEVVF,2020-12-31,10,1,0.1
forward_splits,EFAX,2023-01-12,1,2,2
forward_splits,EFGHY,2021-07-22,5,6,1.2
forward_splits,EFGHY,2022-07-15,5,6,1.2
forward_splits,EFGHY,2023-08-08,4,5,1.25
forward_splits,EFGZF,2021-07-22,5,6,1.2
forward_splits,EFGZF,2022-07-15,5,6,1.2
forward_splits,EFGZF,2023-08-08,4,5,1.25
reverse_splits,EFLVF,2023-06-16,5,1,0.2
forward_splits,EFO,2018-05-24,1,3,3
reverse_splits,EFOI,2020-06-12,5,1,0.2
reverse_splits,EFOI,2023-06-20,7,1,0.1428571429
reverse_splits,EFRGF,2021-07-22,14,1,0.07142857143
reverse_splits,EFRTF,2021-02-01,4,1,0.25
reverse_splits,EFSH,2022-08-03,4,1,0.25
reverse_splits,EFSH,2023-09-11,25,1,0.04
reverse_splits,EFSH,2024-01-08,4,1,0.25
reverse_splits,EFSH,2024-07-08,13,1,0.07692307692
reverse_splits,EFSH,2024-11-11,15,1,0.06666666667
reverse_splits,EFTR,2024-01-12,25,1,0.04
reverse_splits,EFU,2024-11-07,2,1,0.5
reverse_splits,EFZ,2026-05-28,2,1,0.5
forward_splits,EGIEY,2025-12-04,1,1.4,1.4
reverse_splits,EGIO,2024-03-01,40,1,0.025
reverse_splits,EGLE,2020-09-15,7,1,0.1428571429
reverse_splits,EGMCF,2022-03-17,10,1,0.1
reverse_splits,EGMLF,2023-05-31,4,1,0.25
reverse_splits,EGO,2018-12-31,5,1,0.2
reverse_splits,EGOC,2023-03-30,250,1,0.004
reverse_splits,EHGO,2026-04-20,16,1,0.0625
reverse_splits,EIGR,2024-01-08,30,1,0.03333333333
reverse_splits,EINC,2020-04-15,3,1,0.3333333333
reverse_splits,EJH,2022-10-04,20,1,0.05
reverse_splits,EJH,2023-04-13,10,1,0.1
reverse_splits,EJH,2023-09-25,10,1,0.1
reverse_splits,EJH,2024-02-14,5,1,0.2
reverse_splits,EJH,2024-09-24,10,1,0.1
reverse_splits,EJH,2025-05-30,50,1,0.02
reverse_splits,EJH,2026-03-30,25,1,0.04
reverse_splits,EKSO,2020-03-25,15,1,0.06666666667
reverse_splits,EKSO,2025-06-02,15,1,0.06666666667
reverse_splits,ELAB,2024-11-27,200,1,0.005
reverse_splits,ELAB,2025-03-10,7,1,0.1428571429
reverse_splits,ELAB,2025-09-02,3.5,1,0.2857142857
reverse_splits,ELAB,2026-01-06,4,1,0.25
reverse_splits,ELAB,2026-03-10,6,1,0.1666666667
reverse_splits,ELAB,2026-08-21,10,1,0.1
reverse_splits,ELBM,2025-01-02,4,1,0.25
reverse_splits,ELBMF,2022-04-13,18,1,0.05555555556
reverse_splits,ELBSF,2021-07-23,5,1,0.2
reverse_splits,ELEMF,2025-09-16,10,1,0.1
reverse_splits,ELGSF,2020-07-27,209,1,0.004784688995
reverse_splits,ELGX,2019-03-06,10,1,0.1
reverse_splits,ELIXF,2022-02-10,100,1,0.01
reverse_splits,ELMGF,2023-11-08,10,1,0.1
reverse_splits,ELNOF,2022-12-30,2.5,1,0.4
reverse_splits,ELOX,2022-12-02,40,1,0.025
reverse_splits,ELOX,2026-06-01,11,1,0.09090909091
forward_splits,ELP,2021-03-18,1,10,10
reverse_splits,ELP,2021-04-28,5,1,0.2
forward_splits,ELPVY,2021-03-18,1,10,10
reverse_splits,ELPW,2025-12-26,16,1,0.0625
reverse_splits,ELPW,2026-03-12,80,1,0.0125
reverse_splits,ELPW,2026-08-10,45,1,0.02222222222
reverse_splits,ELRE,2022-07-27,5,1,0.2
forward_splits,ELS,2019-10-16,1,2,2
reverse_splits,ELVAY,2023-05-08,250,1,0.004
forward_splits,ELVG,2020-12-15,1,4,4
reverse_splits,ELVG,2026-03-17,500,1,0.002
reverse_splits,ELWS,2024-05-16,5,1,0.2
reverse_splits,EMBK,2022-08-17,20,1,0.05
reverse_splits,EMKR,2024-04-02,10,1,0.1
reverse_splits,EMLC,2018-10-26,2,1,0.5
reverse_splits,EMO,2020-07-28,5,1,0.2
reverse_splits,EMPR,2022-03-08,4,1,0.25
reverse_splits,EMSKF,2023-06-09,4,1,0.25
reverse_splits,EMSKF,2025-06-10,8,1,0.125
reverse_splits,EMTY,2026-05-28,2,1,0.5
reverse_splits,ENAFF,2021-11-22,120,1,0.008333333333
reverse_splits,ENCTF,2023-09-29,5,1,0.2
reverse_splits,ENCUF,2022-09-14,3,1,0.3333333333
reverse_splits,ENDMF,2023-12-22,10,1,0.1
reverse_splits,ENG,2023-12-01,8,1,0.125
reverse_splits,ENLV,2026-07-09,15,1,0.06666666667
reverse_splits,ENMI,2021-08-16,5,1,0.2
reverse_splits,ENMPY,2022-03-18,9,1,0.1111111111
forward_splits,ENPC,2021-03-26,1,2.5,2.5
forward_splits,ENPC.WS,2021-03-26,1,2.5,2.5
reverse_splits,ENRJ,2018-03-27,25,1,0.04
reverse_splits,ENSC,2022-10-28,20,1,0.05
reverse_splits,ENSC,2023-03-31,12,1,0.08333333333
reverse_splits,ENSC,2024-12-06,15,1,0.06666666667
reverse_splits,ENSV,2020-11-23,15,1,0.06666666667
reverse_splits,ENT,2020-04-16,25,1,0.04
reverse_splits,ENTO,2025-08-18,3,1,0.3333333333
reverse_splits,ENVB,2022-07-15,50,1,0.02
reverse_splits,ENVB,2025-01-29,15,1,0.06666666667
reverse_splits,ENVB,2025-10-28,12,1,0.08333333333
reverse_splits,ENZN,2026-03-24,100,1,0.01
reverse_splits,EOSS,2021-05-03,1000,1,0.001
reverse_splits,EOSU,2026-04-15,25,1,0.04
reverse_splits,EPAZ,2025-02-13,2500,1,0.0004
reverse_splits,EPGNY,2020-12-28,8,1,0.125
reverse_splits,EPGNY,2022-12-30,4,1,0.25
reverse_splits,EPIX,2018-04-25,20,1,0.05
reverse_splits,EPV,2024-11-07,5,1,0.2
reverse_splits,EPWCF,2023-06-21,5,1,0.2
reverse_splits,EPWK,2025-11-17,40,1,0.025
forward_splits,EQGPF,2021-10-26,1,2,2
reverse_splits,EQHEX,2025-09-16,2,1,0.5
forward_splits,EQL,2025-04-01,1,3,3
reverse_splits,EQT,2018-11-13,1,0.8,0.8
reverse_splits,EQTL,2021-05-18,100,1,0.01
reverse_splits,EQTXF,2020-09-14,10,1,0.1
reverse_splits,EQTXF,2024-10-21,10,1,0.1
reverse_splits,ERA,2020-06-12,3,1,0.3333333333
reverse_splits,ERNA,2025-06-12,15,1,0.06666666667
reverse_splits,ERNA,2026-05-04,25,1,0.04
forward_splits,ERRFY,2020-12-02,1,2.5,2.5
reverse_splits,ERX,2020-03-24,10,1,0.1
reverse_splits,ERY,2018-03-29,5,1,0.2
reverse_splits,ERY,2022-05-31,10,1,0.1
reverse_splits,ERYTF,2025-10-31,5,1,0.2
reverse_splits,ERYTF,2025-11-10,5,1,0.2
reverse_splits,ESEA,2019-12-19,8,1,0.125
reverse_splits,ESEAV,2018-05-25,1,0.2,0.2
reverse_splits,ESGC,2022-02-08,20,1,0.05
forward_splits,ESGE,2018-05-25,1,2,2
reverse_splits,ESHSF,2024-06-28,100,1,0.01
reverse_splits,ESPGY,2025-10-15,10,1,0.1
reverse_splits,ESPI,2022-07-01,1000,1,0.001
reverse_splits,ESRG,2020-04-21,1000,1,0.001
reverse_splits,ESSI,2026-05-04,25,1,0.04
reverse_splits,ESV,2019-04-11,4,1,0.25
reverse_splits,ESVFF,2020-08-31,7,1,0.1428571429
reverse_splits,ESXMF,2023-08-25,10,1,0.1
reverse_splits,ESXMF,2025-12-11,4,1,0.25
reverse_splits,ETAO,2024-03-26,20,1,0.05
reverse_splits,ETH,2024-11-20,10,1,0.1
reverse_splits,ETHD,2025-11-20,10,1,0.1
forward_splits,ETHE,2020-12-18,1,9,9
reverse_splits,ETHOF,2022-04-06,3,1,0.3333333333
reverse_splits,ETHT,2025-06-12,5,1,0.2
reverse_splits,ETHU,2025-04-09,20,1,0.05
reverse_splits,ETHZ,2025-10-20,10,1,0.1
reverse_splits,ETQ,2025-10-29,20,1,0.05
forward_splits,ETR,2024-12-13,1,2,2
reverse_splits,EUBG,2026-02-25,10,1,0.1
reverse_splits,EUDA,2026-03-23,20,1,0.05
reverse_splits,EUM,2024-11-07,2,1,0.5
reverse_splits,EUMNF,2025-04-02,5,1,0.2
reverse_splits,EURPF,2020-07-02,10,1,0.1
reverse_splits,EUUNF,2023-06-27,10,1,0.1
reverse_splits,EVAHF,2022-07-11,20,1,0.05
reverse_splits,EVAV,2023-06-05,10,1,0.1
reverse_splits,EVAX,2024-01-22,10,1,0.1
