day,symbol,range_high,range_low,open_p,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_close_position,prev_close,gap_pct,prev_day_range_pct,prev_day_close_position,price_vs_20d_high_pct,return_volatility_20d,adv20,trig_m,ssr,limit,filled,nofill,entry,exit,reason,entry_m,exit_m,R,cellC_new
2025-02-27,VTRS,9.2797,8.81,9.26,5.072354211663063,1866487.0,2.553761480034533,0.0958058335107514,11.24,-17.61565836298933,3.069395017793584,0.1594202898550721,-19.6877710320902,1.2072319307429948,9570990.2,579,1,8.783570000000001,1,,8.815,9.2797,stop,580.0,585.0,0.4647000000000005,0
2025-02-28,API,5.735,5.57,5.73,2.879581151832461,111911.0,1.169396028799111,0.3636363636363612,6.19,-7.431340872374798,10.339256865912756,0.0468750000000004,-18.02575107296137,6.074033239020523,1457182.4,580,1,5.5532900000000005,0,gap_through,,,,,,,0
2025-02-28,AVPT,14.5,13.76,13.92,5.316091954022991,223440.0,2.429500876327099,0.3108108108108113,17.08,-18.501170960187345,5.122950819672132,0.2914285714285703,-30.050251256281403,2.413850763408729,1483503.55,579,1,13.71872,0,gap_through,,,,,,,0
2025-03-03,NABL,8.48,7.54,8.45,11.124260355029593,133239.0,3.7861884310978944,0.5319148936170202,10.03,-15.752741774675972,1.9940179461615088,0.6999999999999964,-18.81245196003075,1.4991371520903782,695723.0,577,1,7.51738,1,,7.504,7.188,eod,578.0,945.0,0.9760000000000009,1
2025-03-03,RC,5.7,5.2701,5.52,7.78804347826087,489595.0,3.6883135182203706,0.4417306350314021,6.93,-20.346320346320347,2.7417027417027477,0.8421052631578938,-21.479374110953067,1.4101806471995044,1987464.95,595,1,5.2542897,1,,5.225,5.18,eod,596.0,945.0,0.47500000000000053,1
2025-03-04,ACON,6.73,5.84,6.3,14.126984126984135,304006.0,5.739350424674859,0.0786516853932587,7.6,-17.105263157894733,46.84210526315789,0.7471910112359549,-28.16419612314709,31.58993234896392,5863484.9,581,1,5.82248,1,,5.8348,6.73,stop,582.0,718.0,0.8952,0
2025-03-04,BE,22.04,20.842,21.99,5.447930877671671,1243908.0,2.064625932806972,0.3405676126878139,23.42,-6.105892399658425,9.649871904355242,0.1637168141592926,-20.89928057553957,3.8797653406516095,5698991.25,582,1,20.779474,0,gap_through,,,,,,,0
2025-03-04,CLMT,12.605,12.14,12.6,3.690476190476189,72513.0,1.41384145369521,0.5053763440860204,13.46,-6.38930163447252,7.206537890044581,0.1340206185567017,-34.16927899686521,3.6397842430806056,1421931.55,576,1,12.10358,1,,12.11,12.605,stop,577.0,821.0,0.495000000000001,0
2025-03-04,CRNC,10.0692,9.78,9.8,2.951020408163276,113736.0,1.570118360946018,0.17289073305671,10.33,-5.130687318489829,14.811229428848026,0.0980392156862746,-41.45758661887693,6.683300180404812,2808718.25,583,0,9.75066,1,,9.82,10.0692,stop,584.0,588.0,0.2492000000000001,0
2025-03-04,EBS,5.98,5.28,5.56,12.589928057553962,337935.0,4.222433531035374,0.0,6.83,-18.59443631039532,12.531478770131772,0.0934688631849515,-49.47751022262609,4.489331149653242,1120428.2,575,1,5.26416,1,,5.25,5.98,stop,576.0,746.0,0.7300000000000004,1
2025-03-04,ETHT,6.9995,6.8,6.91,2.8871201157742465,105870.0,1.2456130552904137,0.7508771929824541,7.35,-5.986394557823123,27.34693877551019,0.1194029850746266,-50.6036929279643,6.349313814704605,1637478.75,620,0,6.779599999999999,0,gap_through,,,,,,,0
2025-03-04,GPRE,5.19,4.965,5.14,4.377431906614797,127308.0,2.483122522515956,0.6755555555555546,5.41,-4.990757855822559,12.56931608133088,0.029411764705883,-42.08450704225353,5.420780691011022,2337885.75,590,0,4.950105,1,,4.94,5.015,eod,591.0,945.0,0.25,1
2025-03-04,IONQ,21.989,21.06,21.45,4.331002331002341,1283517.0,2.1612276680300564,0.9149623250807316,23.11,-7.183037646040676,12.678494158372995,0.156996587030717,-51.89504373177844,4.597799514753571,16032286.15,617,0,20.99682,1,,21.025,21.989,stop,618.0,741.0,0.9640000000000022,0
2025-03-04,IREN,7.3177,6.96,7.15,5.002797202797208,1479291.0,2.609269044092837,0.47525859658932,7.57,-5.548216644649933,19.55085865257596,0.0608108108108106,-47.503671071953,5.800560139673635,16055905.95,618,0,6.93912,1,,6.925,7.3177,stop,619.0,741.0,0.3927000000000005,1
2025-03-04,KOLD,17.95,17.38,17.95,3.1754874651810603,1005290.0,1.2480308258037125,0.5263157894736852,20.26,-11.40177690029616,16.7324777887463,0.1120943952802367,-50.18704141552056,7.019877738674187,9147469.2,581,1,17.327859999999998,1,,17.2853,17.95,stop,582.0,623.0,0.6646999999999998,1
2025-03-04,PDYN,6.48,6.15,6.33,5.213270142180096,120654.0,1.9747171343008825,0.1203030303030298,6.81,-7.048458149779729,13.067547723935387,0.4606135520845033,-48.95161290322581,9.71314345846225,4986240.85,592,0,6.131550000000001,1,,6.13,6.48,stop,593.0,726.0,0.35000000000000053,1
2025-03-04,PLTU,28.66,27.06,27.06,5.912786400591284,100445.0,2.088751447276161,0.9,29.54,-8.395396073121193,19.394380501015583,0.118692290237559,-61.00864553314121,14.77263315522912,2673956.6,616,0,26.97882,1,,26.88,28.66,stop,617.0,648.0,1.7800000000000011,1
2025-03-04,RDW,11.7389,11.26,11.58,4.135578583765107,163488.0,2.384202923898214,0.4207558989350586,12.31,-5.930138099106421,21.689683184402924,0.1273408239700374,-56.56414103525882,7.578762761541968,2096661.9,617,0,11.22622,1,,11.31,11.7389,stop,618.0,724.0,0.4288999999999987,0
2025-03-04,RILY,5.2981,4.89,5.0,8.162000000000003,123467.0,3.0644283395672844,0.7476108796863521,5.4,-7.407407407407414,29.092592592592588,0.0515595162316998,-30.65187239944521,12.994398460999529,4350070.2,607,0,4.87533,1,,4.8533,5.2981,stop,608.0,672.0,0.44479999999999986,1
2025-03-04,RIOX,11.65,10.88,11.54,6.6724436741767725,76354.0,1.4635806026580165,0.2077922077922057,12.66,-8.846761453396532,32.622432859399694,0.2009685230024213,-55.37509667440062,8.85664071320722,322902.75,582,1,10.84736,1,,10.83,11.65,stop,583.0,838.0,0.8200000000000003,1
2025-03-04,ROBN,17.33,16.44,16.77,5.307096004770406,73975.0,2.0304539569534272,0.2022471910112363,18.23,-8.008776741634673,37.41524958859024,0.0397020877316445,-55.31574740207834,11.64363807276228,455808.65,581,1,16.39068,0,gap_through,,,,,,,0
2025-03-04,TSL,11.02,10.8,10.83,2.0313942751615777,22646.0,0.4833886961632334,1.0,11.53,-6.071118820468337,11.448395490026025,0.2651515151515148,-37.81223083548665,4.341526570999379,326866.3,590,0,10.7676,1,,10.745,11.05,stop,591.0,836.0,0.27500000000000036,1
2025-03-04,TSLG,5.78,5.58,5.6,3.5714285714285747,22641.0,1.087561419192311,1.0,6.2,-9.677419354838715,18.866129032258065,0.2647687441224248,-54.61912479740681,6.911600486536875,387120.2,590,1,5.56326,0,gap_through,,,,,,,0
2025-03-04,TSLL,11.81,11.35,11.435,4.022737210319203,4758068.0,1.978862830126703,0.8586956521739105,12.67,-9.747434885556428,19.099447513812155,0.2768709450803752,-54.59598967639467,6.919745095185917,93768099.25,590,1,11.31595,0,gap_through,,,,,,,0
2025-03-04,TSLR,18.55,17.89,18.0,3.6666666666666674,91000.0,1.5585185053646968,0.9015151515151496,19.94,-9.72918756268807,19.00702106318956,0.2849604221635889,-54.59132189707366,6.935461899456557,1995759.15,590,1,17.83633,0,gap_through,,,,,,,0
2025-03-04,TSLT,16.13,15.53,15.58,3.8510911424903695,262963.0,1.8238152322477,0.8666666666666695,17.33,-10.098095787651465,19.15753029428737,0.2831325301204812,-54.853665604172704,6.5759046482936165,3544153.15,590,1,15.48341,0,gap_through,,,,,,,0
2025-03-04,UMAC,5.9693,5.55,5.57,7.527827648114897,87812.0,2.224081367936942,1.0,6.05,-7.933884297520653,26.09586776859503,0.0950088674942991,-59.520348837209305,7.838965091942578,1342865.05,621,0,5.53335,1,,5.54,5.9693,stop,622.0,794.0,0.4292999999999995,0
2025-03-05,DAKT,11.55,10.36,11.05,10.76923076923078,68422.0,4.617775648923404,0.53781512605042,14.33,-22.889043963712485,3.62875087229588,0.3846153846153836,-35.39031848772415,1.9778945412440347,371599.4,576,1,10.32892,0,gap_through,,,,,,,0
2025-03-05,GOGL,9.36,8.92,9.36,4.700854700854696,1210430.0,1.5394403515212474,0.4545454545454534,10.06,-6.958250497017902,6.858846918489061,0.8405797101449283,-7.96460176991151,1.856115837352408,3456302.8,588,1,8.89324,1,,8.8901,8.435,eod,589.0,945.0,0.4698999999999991,1
2025-03-06,CORZ,8.45,7.99,8.325,5.525525525525515,2636178.0,2.3038660386615657,0.1413043478260861,9.595,-13.236060448150091,3.751954142782693,0.5416666666666683,-36.81214421252373,4.332277288607831,11580497.05,575,1,7.96603,1,,7.92,8.45,stop,576.0,607.0,0.5299999999999994,1
2025-03-06,GRND,17.77,17.0,17.14,4.492415402567092,104269.0,1.8187621317019127,0.9285714285714288,18.69,-8.293204922418408,4.735152487961485,0.9152542372881366,-10.72916666666666,2.506482537505649,1592480.35,577,0,16.949,1,,17.0259,15.7,eod,578.0,945.0,0.7440999999999995,0
2025-03-06,IREN,7.63,7.48,7.57,1.9815059445178265,704441.0,1.0354122381318565,0.1666666666666637,8.06,-6.079404466501243,6.885856079404451,0.8108108108108129,-44.41997063142437,5.993303920591172,15947771.6,576,0,7.45756,1,,7.475,7.63,stop,577.0,589.0,0.1550000000000002,0
2025-03-06,MSTU,6.635,6.37,6.59,4.021244309559934,2682170.0,2.3960876326577365,0.7169811320754707,7.0,-5.857142857142859,23.000000000000004,0.9006211180124223,-35.18564052126875,11.77993046751434,56469112.3,576,0,6.35089,1,,6.35,6.635,stop,577.0,582.0,0.28500000000000014,1
2025-03-06,NVDX,8.82,8.63,8.76,2.168949771689492,554149.0,1.2782574216274665,0.8947368421052652,9.39,-6.7092651757188575,6.283280085197015,0.7627118644067816,-39.50150900916455,7.22214003930177,17041552.8,576,0,8.60411,1,,8.67,8.82,stop,577.0,582.0,0.1500000000000003,0
2025-03-06,PDYN,7.69,7.09,7.47,8.032128514056232,214543.0,3.487394470914562,0.5666666666666659,7.89,-5.323193916349809,19.390367553865648,1.0,-39.75806451612904,10.584958292875292,4916351.8,583,1,7.06873,1,,7.03,7.25,eod,584.0,945.0,0.6600000000000001,1
2025-03-06,SMCL,15.74,14.955,15.66,5.012771392081738,49887.0,1.6719812285115456,0.0,17.02,-7.990599294947118,13.39541715628673,0.2807140664064214,-71.35540515822207,20.083276749029125,1185718.85,575,1,14.910135,0,gap_through,,,,,,,0
2025-03-06,TSLG,5.61,5.4188,5.61,3.408199643493766,44887.0,0.9970129450159272,0.1108786610878676,5.95,-5.714285714285712,7.899159663865542,1.0,-53.21100917431193,7.011998490989033,432143.8,575,0,5.4025436,0,gap_through,,,,,,,0
2025-03-06,TSLL,11.5,11.04,11.5,4.000000000000008,3675291.0,1.6259659204183845,0.1521739130434786,12.13,-5.193734542456725,8.153338829348728,0.9797775530839236,-53.04205798285015,7.049189765636012,102858200.05,575,0,11.00688,1,,10.98,11.5,stop,576.0,639.0,0.5199999999999996,1
2025-03-06,TSLR,18.0999,17.4,18.09,3.868988391376469,73732.0,1.3185460164141,0.142877553936278,19.07,-5.138961719979027,8.075511274252767,0.9675324675324672,-52.95188556566971,7.042163560200302,2216086.4,575,0,17.3478,1,,17.31,18.0999,stop,576.0,639.0,0.7899000000000029,1
2025-03-06,TSLT,15.7376,15.1,15.73,4.05340114431024,126577.0,1.444964722156052,0.1097867001254708,16.6,-5.240963855421692,8.012048192771084,0.9924812030075204,-53.086787951088574,6.737562964622485,3827595.45,575,0,15.0547,1,,15.0286,15.7376,stop,576.0,640.0,0.7089999999999996,1
2025-03-06,VSCO,21.43,19.5,20.86,9.25215723873442,974508.0,3.5494892604324724,0.1839378238341971,22.21,-6.078343088698791,9.18505177847816,0.4950980392156872,-40.80590238365494,3.0064785026217287,2530954.15,576,1,19.4415,1,,19.52,21.43,stop,577.0,668.0,1.91,0
2025-03-07,SERV,7.6,7.29,7.5,4.133333333333328,434812.0,2.387469734452239,0.5941935483870966,7.92,-5.303030303030303,8.2070707070707,0.4307692307692315,-67.53246753246754,12.554027489562849,11810361.8,576,0,7.26813,1,,7.2737,7.6,stop,577.0,583.0,0.3262999999999998,0
2025-03-07,SWBI,9.94,9.28,9.94,6.639839034205234,204738.0,3.2074093575987783,0.2272727272727277,11.02,-9.800362976406534,2.8130671506352134,0.8709677419354811,-11.64444444444445,1.5281747338721705,419731.55,577,1,9.25216,1,,9.209,9.94,stop,578.0,720.0,0.7309999999999999,1
2025-03-10,AVGX,19.64,19.17,19.2,2.4479166666666607,120785.0,1.0467054017557933,0.3617021276595714,20.4,-5.882352941176468,12.990196078431364,0.9622641509433956,-39.27893738140418,7.711554431161527,1044584.5,587,0,19.11249,0,gap_through,,,,,,,0
2025-03-10,AVL,21.3,20.77,20.78,2.550529355149187,35727.0,0.9423311336891174,0.3962264150943403,22.15,-6.185101580135429,13.002257336343112,0.9826388888888886,-39.18642083699152,7.486631126609216,540267.1,587,0,20.70769,0,gap_through,,,,,,,0
2025-03-10,CONL,21.78,20.5,21.51,5.950720595072064,336450.0,2.2602086629665163,0.2578124999999984,24.08,-10.672757475083044,13.870431893687709,0.6766467065868258,-55.89619304796057,8.791510420356117,6857697.1,577,1,20.4385,1,,20.55,15.6981,eod,578.0,945.0,1.2300000000000004,0
2025-03-10,HUT,12.94,12.54,12.74,3.139717425431713,163357.0,1.2536666386383195,0.2250000000000039,13.51,-5.69948186528497,8.216136195410803,0.8558558558558557,-44.245076586433264,4.298194132905389,4265535.95,593,0,12.50238,1,,12.52,11.535,eod,594.0,945.0,0.4199999999999999,0
2025-03-10,IREN,7.38,7.16,7.27,3.026134800550203,414781.0,1.0218396822512033,0.2045454545454544,7.7,-5.584415584415591,8.18181818181818,0.7936507936507938,-46.62261380323054,5.476575892789777,15911943.45,591,0,7.13852,1,,7.125,6.61,eod,592.0,945.0,0.2549999999999999,1
2025-03-10,KC,16.91,16.535,16.55,2.2658610271903323,110843.0,0.8992249750224562,0.5466666666666621,17.54,-5.644241733181291,6.556442417331805,0.765217391304348,-25.65139263252471,7.74890405383428,4621466.35,633,0,16.485395,1,,16.4,16.25,eod,634.0,945.0,0.5100000000000016,1
2025-03-10,LUNR,7.8908,7.41,7.79,6.172015404364563,1700727.0,1.8568783779010007,0.2495840266222966,8.77,-11.17445838084378,28.506271379703545,0.6879999999999996,-65.22321428571429,8.450769637167966,16648767.55,593,1,7.38777,1,,7.4,6.7015,eod,594.0,945.0,0.4907999999999992,0
2025-03-10,MSTU,5.43,5.0,5.24,8.206106870229002,5800875.0,2.988371859688077,0.0465116279069757,6.08,-13.815789473684209,21.381578947368418,0.1999999999999998,-45.473465140478666,11.926135103480757,63222100.25,577,1,4.985,1,,4.95,3.99,eod,578.0,945.0,0.47999999999999954,1
2025-03-10,MSTX,25.6,23.4,24.8,8.870967741935495,917865.0,3.258155866117401,0.1227272727272739,28.665,-13.483342054770622,21.193790336647474,0.190973136686858,-45.193370165745854,12.11108827014628,11335824.45,577,1,23.3298,1,,23.4,18.95,eod,578.0,945.0,2.200000000000003,0
2025-03-10,MSTY,20.75,19.96,20.55,3.8442822384428177,596146.0,1.2837042038489024,0.1139240506329113,21.77,-5.604042259990808,8.038585209003216,0.2914285714285703,-25.75867052023121,5.109228898512752,7210932.6,577,0,19.90012,1,,19.97,18.3,eod,578.0,945.0,0.7800000000000011,0
2025-03-10,NVDX,8.2899,8.08,8.16,2.572303921568619,344168.0,1.2090637575855634,0.4525964745116768,8.62,-5.336426914153122,10.208816705336435,0.8863636363636348,-43.645241268810814,7.50181013676296,17359947.95,601,0,8.05576,1,,8.0401,7.7,eod,602.0,945.0,0.2497999999999987,1
2025-03-10,OKLO,25.2116,24.43,24.88,3.1414790996784605,374040.0,1.3978057377555393,0.2558853633572147,26.27,-5.291206699657406,8.907499048344118,0.773504273504273,-57.93033479878255,6.752741143726521,15620947.85,592,0,24.35671,1,,24.2391,23.805,eod,593.0,945.0,0.9725000000000001,1
2025-03-10,PLTU,28.09,26.5301,27.63,5.645674990951861,213622.0,2.1811134436994664,0.0,29.84,-7.406166219839146,13.337801608579088,0.9648241206030148,-60.18731988472623,10.674570895221889,3151696.2,575,1,26.4505097,1,,26.45,22.97,eod,576.0,945.0,1.6400000000000006,1
2025-03-10,PRCH,6.275,6.15,6.23,2.0064205457463884,63133.0,0.8629691404558064,0.3231999999999999,6.595,-5.5344958301743645,10.037907505686125,0.823262839879154,-14.599040438656608,17.51109378927522,3534630.35,577,0,6.131550000000001,1,,6.12,6.28,stop,578.0,598.0,0.15500000000000025,1
2025-03-10,RKT,14.34,13.7,13.74,4.657933042212522,1926446.0,1.835482859585449,0.7489062499999998,15.77,-12.872542802790104,6.911857958148381,0.8807339449541277,-13.58490566037736,4.429858743271867,4513498.5,615,1,13.6589,1,,13.575,13.315,eod,616.0,945.0,0.7650000000000006,1
2025-03-10,ROBN,13.71,12.6657,13.71,7.617067833698042,65134.0,2.795257552688182,0.1477544766829462,16.14,-15.055762081784383,19.360594795539026,0.8143881208397342,-63.46922462030376,11.752775272452746,663467.6,594,1,12.6277029,0,gap_through,,,,,,,0
2025-03-10,SOXL,19.53,19.16,19.34,1.9131334022750828,4193759.0,1.038723091294252,0.3513513513513477,20.88,-7.37547892720306,11.206417624521077,0.9102953117654596,-40.747549019607845,7.027571304578986,89045798.35,600,0,19.10252,1,,19.215,17.79,eod,601.0,945.0,0.3150000000000013,0
2025-03-10,TSLL,9.915,9.43,9.84,4.928861788617881,6296855.0,1.4521450810762415,0.0618556701030952,10.66,-7.692307692307695,11.819887429643524,0.7539682539682535,-58.00256081946223,7.259748569154661,110677281.75,577,1,9.40171,1,,9.3899,7.26,eod,578.0,945.0,0.5250999999999983,1
2025-03-10,TSLR,15.6,14.86,15.5,4.774193548387099,166442.0,1.186216953914896,0.0282432432432446,16.83,-7.902554961378481,11.764705882352946,0.7727272727272714,-57.948996201844814,7.241414624704729,2345079.35,577,1,14.81542,0,gap_through,,,,,,,0
2025-03-10,TSLT,13.53,12.8668,13.45,4.930855018587359,318198.0,1.496436664718467,0.0651387213510262,14.59,-7.813570938999319,11.854009595613432,0.7690083839259902,-58.0604926722794,6.974220159926346,4139835.5,577,1,12.8281996,1,,12.84,9.91,eod,578.0,945.0,0.6899999999999995,0
2025-03-10,U,23.0,22.42,22.76,2.5483304042179187,642687.0,1.1783778783851298,0.2241379310344817,24.19,-5.911533691608101,8.596940884663095,0.8944027697634163,-26.29533678756476,8.097866787911535,17429518.8,579,0,22.35274,1,,22.32,21.765,eod,580.0,945.0,0.6799999999999997,1
2025-03-10,WEBL,21.31,20.6742,21.29,2.986378581493658,21772.0,0.7619066565455707,0.0638565586662493,22.67,-6.087340097044563,12.086457873842074,0.7883211678832122,-38.76905378199599,4.483232287665584,348861.8,577,0,20.6121774,1,,20.73,20.44,lock,578.0,694.0,0.5799999999999983,0
2025-03-10,WOLF,5.91,5.64,5.64,4.7872340425532,470383.0,1.7486615417719342,0.8888888888888882,5.95,-5.2100840336134535,18.15126050420168,0.8703703703703707,-26.466753585397655,7.782062188951018,22994200.55,602,0,5.62308,1,,5.625,5.39,eod,603.0,945.0,0.2850000000000001,0
2025-03-11,ARVN,10.7758,9.68,10.58,10.357277882797735,568447.0,3.756358735304434,0.0073006022996905,17.56,-39.74943052391799,7.004555808656039,0.276422764227642,-48.07667769260215,3.912973475202308,1376203.55,575,1,9.65096,1,,9.7701,8.5201,eod,576.0,945.0,1.005700000000001,0
2025-03-11,ASAN,12.78,11.8,12.13,8.07914262159933,1133571.0,3.2074417573431457,0.3316326530612242,16.68,-27.278177458033564,7.074340527577936,0.2033898305084733,-50.48979591836734,3.870646053425503,3013743.15,577,1,11.764600000000002,1,,11.79,12.78,stop,578.0,691.0,0.9900000000000002,0
2025-03-11,AVO,10.55,9.66,10.32,8.624031007751944,90915.0,3.594909232638722,0.5056179775280888,11.81,-12.616426756985607,3.6756985605419055,0.4146510020732553,-18.22827938671209,1.7263965733531794,306541.35,593,1,9.63102,1,,9.73,10.235,eod,594.0,945.0,0.8200000000000003,0
2025-03-11,KSS,10.56,10.0,10.425,5.371702637889693,1819536.0,2.270023748511798,0.0625000000000002,12.05,-13.485477178423237,4.232365145228214,0.4313725490196092,-16.130329847143997,2.579982390193786,8603592.9,585,1,9.97,1,,9.96,9.1399,eod,586.0,945.0,0.5999999999999996,1
2025-03-12,TSLZ,5.27,5.04,5.09,4.518664047151268,3404361.0,2.873150656885774,0.4130434782608693,5.96,-14.597315436241612,18.288590604026854,0.3302752293577982,-23.916292974588945,9.750561744507753,69740598.9,576,1,5.0248800000000005,1,,5.03,5.27,stop,577.0,632.0,0.2399999999999993,0
2025-03-13,MSTY,19.13,18.8315,18.89,1.5802011646373777,480661.0,0.9087872578021956,0.8994974874371943,20.22,-6.577645895153306,7.368941641938667,0.691275167785234,-30.397936624907885,6.420407103499398,7520060.45,589,0,18.7750055,1,,18.82,18.665,lock,590.0,603.0,0.3099999999999987,0
2025-03-13,VNET,10.36,9.961,9.995,3.991995997998991,2527353.0,1.2633815660855443,0.7117794486215527,11.0,-9.136363636363644,13.545454545454549,0.2281879194630871,-38.03471791692499,7.59452086531912,14855537.35,577,0,9.931117,1,,9.99,10.36,stop,578.0,619.0,0.3699999999999992,0
2025-03-14,MSTZ,18.33,17.35,18.22,5.378704720087798,732699.0,1.8367038069375663,0.010204081632651,19.73,-7.653319817536754,12.671059300557529,0.4120000000000005,-42.06677265500795,14.693377531629068,21507466.8,575,1,17.29795,0,gap_through,,,,,,,0
2025-03-14,RGC,12.0,9.92,11.85,17.552742616033758,271963.0,5.825251130797144,0.2788461538461538,14.09,-15.89779985805536,74.59190915542938,0.9276879162702188,-20.2020202020202,52.58888113648668,1178415.4,576,1,9.89024,0,gap_through,,,,,,,0
2025-03-14,SMST,5.35,5.05,5.31,5.649717514124291,970839.0,1.8538779254835,0.0666666666666682,5.77,-7.972270363951472,12.722703639514728,0.4222857921264129,-42.28260869565217,14.716022766991015,24262162.5,575,1,5.03485,0,gap_through,,,,,,,0
2025-03-14,TSLZ,5.1261,4.98,5.08,2.875984251968497,1796924.0,1.4713179768956233,0.171115674195753,5.36,-5.22388059701493,11.194029850746276,0.5000000000000008,-24.065769805680123,9.88797371877216,67166751.65,576,0,4.96506,1,,4.9601,5.1261,stop,577.0,582.0,0.16600000000000037,1
2025-03-18,ARQQ,20.6499,19.0,20.45,8.067970660146694,124821.0,3.685970250020716,0.0303048669616344,23.54,-13.126593033135087,33.389549702633815,0.955482894184404,-14.398971950489544,14.659495912561308,428728.15,575,1,18.943,0,gap_through,,,,,,,0
2025-03-18,BKKT,9.25,8.08,8.58,13.636363636363637,165091.0,6.145383137539664,0.6577777777777782,12.83,-33.12548713951676,8.729540140296175,1.0,-48.92583531260603,8.619111831630125,407276.25,589,1,8.05576,1,,8.0,9.25,stop,590.0,784.0,1.25,1
2025-03-18,MSTU,5.51,5.29,5.5,3.999999999999995,2460505.0,1.7538555577081845,0.090909090909089,5.95,-7.563025210084036,10.420168067226877,0.822580645161291,-40.86021505376344,15.56576267735232,85505106.95,575,1,5.27413,0,gap_through,,,,,,,0
2025-03-18,MSTX,26.09,25.0,26.01,4.190695886197616,460248.0,1.8338289903523384,0.0917431192660563,28.17,-7.667731629392971,10.39190628328008,0.84306893489103,-40.81911262798635,15.560306901077162,13759505.25,575,1,24.925,0,gap_through,,,,,,,0
2025-03-18,QBTS,10.2,9.76,10.08,4.36507936507936,6249559.0,2.770189814088156,0.1022727272727272,11.18,-9.83899821109123,15.384615384615374,0.5523255813953488,-15.64853556485355,13.705705691672538,78529017.0,575,1,9.73072,0,gap_through,,,,,,,0
2025-03-18,QMCO,19.5,17.6201,19.48,9.650410677618066,341527.0,4.053741931382902,0.1899037182828871,21.49,-9.353187529083286,27.501163331782223,0.983079526226734,-9.773043075497911,13.19375434639738,1481441.8,577,1,17.567239700000002,1,,17.7736,19.5,stop,578.0,595.0,1.7264000000000017,0
2025-03-18,QTRX,6.8697,6.51,6.66,5.400900900900902,56507.0,1.8142325333246827,0.3058103975535176,7.28,-8.516483516483518,4.774725274725274,0.6041426927502878,-19.56521739130434,3.620645955707178,707189.3,590,1,6.49047,1,,6.45,6.8697,stop,591.0,898.0,0.41969999999999974,1
2025-03-18,QUBT,7.7,7.31,7.5,5.200000000000007,2631506.0,2.0971165364758257,0.7435897435897426,8.02,-6.483790523690767,10.473815461346632,0.3333333333333326,-13.294797687861276,9.95668447260076,16747340.25,577,0,7.288069999999999,1,,7.3,7.7,stop,578.0,582.0,0.4000000000000003,0
2025-03-18,RGTI,10.54,10.14,10.4,3.846153846153833,3210736.0,2.226292972125377,0.0274999999999981,11.16,-6.810035842293905,6.720430107526881,0.6799999999999997,-15.721231766612636,9.782881994793932,69595461.5,575,1,10.10958,0,gap_through,,,,,,,0
2025-03-18,ROBN,12.88,12.32,12.32,4.545454545454549,50165.0,1.343483443369593,0.6023214285714263,13.19,-6.595905989385893,17.482183472327517,0.7862006158116135,-66.52173913043478,14.04348280435356,1193743.4,576,0,12.28304,1,,12.26,11.8801,eod,577.0,945.0,0.620000000000001,1
2025-03-18,TSLL,7.7835,7.6,7.66,2.395561357702356,4648829.0,1.5542641575814036,0.1089918256130812,8.34,-8.153477218225417,10.791366906474812,0.4111111111111115,-64.37209302325581,10.218646567903306,148803707.4,575,1,7.577199999999999,0,gap_through,,,,,,,0
2025-03-18,TSLR,12.28,11.97,12.09,2.5641025641025537,105629.0,1.4488901415797002,0.1774193548387095,13.14,-7.990867579908681,10.57838660578387,0.4100719424460432,-64.24029104676269,10.21213747388175,3177787.2,575,1,11.93409,0,gap_through,,,,,,,0
2025-03-18,TSLT,10.62,10.36,10.46,2.485659655831738,244560.0,1.501691222383605,0.1538461538461575,11.415,-8.366184844502833,10.860271572492328,0.4315560216181324,-64.43386603196191,10.169244667109217,5740373.6,575,1,10.32892,0,gap_through,,,,,,,0
2025-03-18,UMAC,7.63,7.4,7.51,3.0625832223701672,107063.0,1.9642266668903852,0.2173913043478257,7.95,-5.5345911949685584,15.345911949685542,0.9754098360655736,-38.44211837801949,11.212304381920536,1206101.75,576,0,7.377800000000001,0,gap_through,,,,,,,0
2025-03-19,INTW,28.78,27.08,28.09,6.051975792096842,34900.0,1.6643489887212086,0.1000000000000008,30.51,-7.931825630940681,7.210750573582429,0.513636363636365,-15.030702683081756,9.50205736646845,382291.55,600,1,26.99876,0,gap_through,,,,,,,0
2025-03-19,MSTZ,15.57,15.05,15.16,3.43007915567282,458092.0,1.7535722129502564,0.9807692307692312,16.02,-5.368289637952556,11.60237203495631,0.4081885188572652,-51.79650238473768,15.737121089923184,24194695.65,588,0,15.00485,1,,15.015,14.7375,lock,589.0,819.0,0.5549999999999997,0
2025-03-19,RGC,26.5,25.5,26.5,3.7735849056603774,30928.0,2.626643287145324,0.6600000000000001,31.6,-16.139240506329116,36.64556962025317,0.996545768566494,-16.24525916561315,54.639041558842415,1735215.1,577,1,25.4235,0,gap_through,,,,,,,0
2025-03-19,TNXP,19.5,18.45,19.43,5.404014410705099,92329.0,3.246563737338845,0.8476190476190476,20.53,-5.358012664393577,30.15099853872381,0.8109854604200326,-10.460829493087555,13.73054309468136,1688275.2,583,1,18.39465,1,,18.3099,17.71485,lock,584.0,876.0,1.190100000000001,1
2025-03-19,VNET,10.6,10.19,10.34,3.9651837524177966,904195.0,1.7864615289511938,0.9146341463414632,10.94,-5.484460694698352,7.404021937842783,0.3086419753086418,-35.895846249225045,7.8770548304932255,14769874.6,585,0,10.15943,1,,10.175,9.815,eod,586.0,945.0,0.4249999999999989,0
