symbol,sig_date,entry_date,exit_date,split,entry,exit,stop,r_pct,why,gross,net,net_daily,net_auction,dvol20_med,gap,vol_ratio,ret5,ret3,on20,sig_close
RRX,2026-02-02,2026-02-03,2026-02-09,VAL,170,216.59,158.1,0.07,hold,0.274059,0.271125,0.273459,0.273059,1.02816e+08,-0.00458211,2.30777,0.113497,0.0853642,0.000236771,170.12
WBS,2026-02-03,2026-02-04,2026-02-10,VAL,72.9,73.01,67.797,0.07,hold,0.00150895,-0.00142445,0.000908951,0.000508951,9.93102e+07,0.00106061,10.94,0.119844,0.0964644,-1.11133e-05,71.95
WWD,2026-02-03,2026-02-04,2026-02-10,VAL,373,391.53,346.89,0.07,hold,0.0496783,0.0467449,0.0490783,0.0486783,1.69989e+08,0.139832,4.33379,0.126704,0.162049,0.00784004,371.17
TER,2026-02-03,2026-02-04,2026-02-10,VAL,283.71,304.89,263.85,0.07,hold,0.0746537,0.0717203,0.0740537,0.0736537,6.5677e+08,0.034565,3.87549,0.184314,0.123516,0.00460585,282.98
GWW,2026-02-03,2026-02-04,2026-02-10,VAL,1156.79,1188.03,1075.81,0.07,hold,0.0270058,0.0240724,0.0264058,0.0260058,2.40681e+08,-0.00837457,3.6038,0.0921365,0.0672605,-0.000287065,1155
EPD,2026-02-03,2026-02-04,2026-02-10,VAL,34.56,35.19,32.1408,0.07,hold,0.0182291,0.0152957,0.0176291,0.0172291,1.41442e+08,0.0271903,3.44243,0.0440158,0.0152448,0.00120951,34.63
ATI,2026-02-03,2026-02-04,2026-02-10,VAL,129.05,137.04,120.017,0.07,hold,0.061914,0.0589806,0.061314,0.060914,1.71037e+08,0.051162,3.43511,0.0337495,0.0543871,0.00672254,128.34
BALL,2026-02-03,2026-02-04,2026-02-10,VAL,62.56,67.76,58.1808,0.07,hold,0.0831202,0.0801868,0.0825202,0.0821202,1.03648e+08,0.0488622,2.76685,0.0834942,0.0919216,0.00273628,61.77
AES,2026-02-03,2026-02-04,2026-02-10,VAL,15.88,16.25,14.7684,0.07,hold,0.0232997,0.0203663,0.0226997,0.0222997,1.23844e+08,0.0678886,2.62835,0.0784183,0.0698138,0.00349908,16.09
SLAB,2026-02-04,2026-02-05,2026-02-11,VAL,204,207.1,189.72,0.07,hold,0.0151961,0.00880848,0.0139961,0.0141961,4.97734e+07,0.502269,24.2497,0.410219,0.42794,0.0225123,203.41
ZTO,2026-02-04,2026-02-05,2026-02-11,VAL,23.4,24.89,21.762,0.07,hold,0.0636752,0.0572876,0.0624752,0.0626752,4.33084e+07,0.00621939,4.1022,0.0373237,0.0392157,-0.000744089,22.79
IR,2026-02-04,2026-02-05,2026-02-11,VAL,96.66,96.75,89.8938,0.07,hold,0.000931025,-0.00200238,0.000331025,-6.89755e-05,2.30622e+08,0.0136577,3.92972,0.142639,0.13149,0.00141855,97.41
TKR,2026-02-04,2026-02-05,2026-02-11,VAL,99.29,108.82,92.3397,0.07,hold,0.0959815,0.0930481,0.0953815,0.0949815,6.70642e+07,-0.0106095,3.49221,0.0598501,0.0622383,-6.13242e-05,98.99
SITM,2026-02-05,2026-02-06,2026-02-12,VAL,424.86,423.2,395.12,0.07,hold,-0.00390708,-0.00684048,-0.00450708,-0.00490708,7.92983e+07,0.104782,4.78819,0.122299,0.0965044,0.00858431,410.29
EZPW,2026-02-05,2026-02-06,2026-02-12,VAL,23.75,24.34,22.0875,0.07,hold,0.0248421,0.0184545,0.0236421,0.0238421,1.52234e+07,0.0646631,4.77282,0.0877193,0.060564,0.00336986,22.94
ARW,2026-02-06,2026-02-09,2026-02-13,VAL,157.46,156.19,146.438,0.07,hold,-0.00806558,-0.010999,-0.00866558,-0.00906558,5.88347e+07,0.0285614,4.49132,0.197071,0.17169,0.00199833,158.6
GFF,2026-02-06,2026-02-09,2026-02-13,VAL,95.9,93.6,89.187,0.07,hold,-0.0239834,-0.030371,-0.0251834,-0.0249834,1.95833e+07,0.00446582,4.39663,0.164395,0.141138,0.00037424,94.84
ROIV,2026-02-06,2026-02-09,2026-02-13,VAL,26.35,26.45,24.5055,0.07,hold,0.00379503,0.000861628,0.00319503,0.00279503,1.14302e+08,0.157758,4.31294,0.194265,0.175239,0.00546543,25.82
RGA,2026-02-06,2026-02-09,2026-02-13,VAL,226.71,219.74,210.84,0.07,hold,-0.0307441,-0.0336775,-0.0313441,-0.0317441,6.1501e+07,0.0704403,3.53979,0.111517,0.112724,0.00252748,225.36
VAL,2026-02-09,2026-02-10,2026-02-17,VAL,80.25,88.96,74.6325,0.07,hold,0.108536,0.105602,0.107936,0.107536,5.90825e+07,0.18747,14.1526,0.446919,0.349541,0.0111562,83.82
RIG,2026-02-09,2026-02-10,2026-02-17,VAL,5.6,6.14,5.208,0.0699999,hold,0.0964285,0.0934951,0.0958285,0.0954285,1.76498e+08,-0.0324675,5.00855,0.184647,0.0692884,-0.00159317,5.71
PHG,2026-02-10,2026-02-11,2026-02-18,VAL,31.83,31.48,29.6019,0.07,hold,-0.0109959,-0.0173835,-0.0121959,-0.0119959,2.04147e+07,0.0803511,6.08954,0.134045,0.139543,0.000934607,32.91
ICHR,2026-02-10,2026-02-11,2026-02-18,VAL,46,47.84,42.78,0.07,hold,0.04,0.0336124,0.0388,0.039,2.92449e+07,0.23776,5.49103,0.490125,0.587307,0.0214401,45.27
UNF,2026-02-10,2026-02-11,2026-02-18,VAL,230.71,241.25,214.56,0.07,hold,0.0456851,0.0392975,0.0444851,0.0446851,3.19942e+07,0.16293,4.38453,0.133054,0.135628,0.00908074,230.01
HAS,2026-02-10,2026-02-11,2026-02-18,VAL,103.79,101.17,96.5247,0.07,hold,-0.0252433,-0.0281767,-0.0258433,-0.0262433,1.61534e+08,0.0215998,3.11591,0.0986689,0.0898041,0.00199292,104
MAR,2026-02-10,2026-02-11,2026-02-18,VAL,358.63,356,333.526,0.07,hold,-0.00733346,-0.0102669,-0.00793346,-0.00833346,4.56462e+08,0.0564597,2.60947,0.128541,0.100781,0.00157173,359.35
RRR,2026-02-10,2026-02-11,2026-02-12,VAL,67.5,62.09,62.775,0.07,stop,-0.0801482,-0.0865358,-0.0813482,-0.0811482,3.88251e+07,0.000152588,2.33262,0.052474,0.0674444,0.00148857,66.79
BWA,2026-02-10,2026-02-11,2026-02-18,VAL,55.44,61.72,51.5592,0.07,hold,0.113276,0.110342,0.112676,0.112276,9.14384e+07,-0.000379205,2.31236,0.111386,0.0718824,0.00059607,53.98
ON,2026-02-10,2026-02-11,2026-02-18,VAL,69.24,70.66,64.3932,0.07,hold,0.0205084,0.017575,0.0199084,0.0195084,5.52402e+08,-0.00560671,2.07366,0.133771,0.0678288,0.00253904,67.38
GLDD,2026-02-11,2026-02-12,2026-02-19,VAL,16.92,16.88,15.7356,0.07,hold,-0.0023641,-0.0087517,-0.0035641,-0.0033641,1.05757e+07,0.0495664,12.6461,0.131509,0.0879333,0.00709899,16.95
TDC,2026-02-11,2026-02-12,2026-02-12,VAL,37.18,33.54,34.5774,0.07,stop,-0.0979021,-0.10429,-0.0991021,-0.0989021,3.78876e+07,0.323298,7.79699,0.395726,0.378959,0.0156019,37.88
DIOD,2026-02-11,2026-02-12,2026-02-12,VAL,78.12,72.08,72.6516,0.07,stop,-0.0773169,-0.0837045,-0.0785169,-0.0783169,1.81761e+07,0.167585,5.86312,0.315789,0.282051,0.00840119,78
VRT,2026-02-11,2026-02-12,2026-02-19,VAL,243.95,243.06,226.874,0.07,hold,-0.00364828,-0.00658168,-0.00424828,-0.00464828,8.40621e+08,0.16847,3.86783,0.361251,0.270631,0.0106844,248.51
FSLY,2026-02-12,2026-02-13,2026-02-20,VAL,16.09,18.08,14.9637,0.07,hold,0.123679,0.117292,0.122479,0.122679,2.98257e+07,0.448979,27.7053,1.01508,0.83945,0.0257796,16.04
NTST,2026-02-12,2026-02-13,2026-02-20,VAL,20,20.39,18.6,0.07,hold,0.0195,0.0131124,0.0183,0.0185,2.1961e+07,0.00934577,7.2004,0.0153453,0.0430899,0.00146857,19.85
CGNX,2026-02-12,2026-02-13,2026-02-20,VAL,58.65,56.03,54.5445,0.07,hold,-0.0446718,-0.0476052,-0.0452718,-0.0456718,6.56832e+07,0.313037,6.70313,0.485693,0.341949,0.0167938,58.67
EQIX,2026-02-12,2026-02-13,2026-02-20,VAL,956.78,928.11,889.805,0.07,hold,-0.0299652,-0.0328986,-0.0305652,-0.0309652,4.32176e+08,0.102499,5.01585,0.186129,0.116737,0.0059849,957.87
IPGP,2026-02-12,2026-02-13,2026-02-17,VAL,147.57,134.86,137.24,0.07,stop,-0.0861287,-0.0925163,-0.0873287,-0.0871287,4.25183e+07,0.0522994,4.775,0.513092,0.34947,0.00549572,150.25
MGA,2026-02-13,2026-02-17,2026-02-23,VAL,66.65,63.9,61.9845,0.07,hold,-0.0412603,-0.0441937,-0.0418603,-0.0422603,8.36713e+07,0.0928744,4.74524,0.272307,0.222519,0.00497122,68.73
HASI,2026-02-13,2026-02-17,2026-02-23,VAL,39.7,37.56,36.921,0.07,hold,-0.0539043,-0.0602919,-0.0551043,-0.0549043,2.99131e+07,0.0932178,4.40229,0.0988098,0.0823337,0.00502999,39.7
ENB,2026-02-13,2026-02-17,2026-02-23,VAL,52.08,52.35,48.4344,0.07,hold,0.00518429,0.00225089,0.00458429,0.00418429,2.4789e+08,0.0127314,3.76053,0.0707473,0.0546095,0.00233474,53.88
NGG,2026-02-13,2026-02-17,2026-02-23,VAL,93,91.44,86.49,0.07,hold,-0.0167742,-0.0197076,-0.0173742,-0.0177742,6.86819e+07,0.0103048,3.10176,0.0492846,0.0410094,0.00449029,92.4
ZIM,2026-02-17,2026-02-18,2026-02-24,VAL,28.16,29.08,26.1888,0.07,hold,0.0326705,0.0297371,0.0320705,0.0316705,5.91843e+07,0.35,14.4743,0.312441,0.317408,0.0172859,27.85
NESR,2026-02-17,2026-02-18,2026-02-24,VAL,24.73,26.36,22.9989,0.07,hold,0.0659119,0.0595243,0.0647119,0.0649119,2.60823e+07,0.0456073,4.84337,0.15425,0.129967,0.00633152,24.17
SON,2026-02-17,2026-02-18,2026-02-24,VAL,56.83,57.08,52.8519,0.07,hold,0.00439906,-0.00198854,0.00319906,0.00339906,4.70296e+07,0.0354171,2.9551,0.117195,0.103073,0.0017146,56.72
MSGS,2026-02-18,2026-02-19,2026-02-23,VAL,341.76,314.09,317.837,0.07,stop,-0.0809633,-0.0838967,-0.0815633,-0.0819633,5.68484e+07,0.102151,4.56333,0.221619,0.228469,0.00901905,341.76
WTTR,2026-02-18,2026-02-19,2026-02-20,VAL,14.84,12.73,13.8012,0.07,stop,-0.142183,-0.148571,-0.143383,-0.143183,1.03257e+07,0.100679,3.80688,0.132862,0.166802,0.0101536,14.41
LBTYA,2026-02-18,2026-02-19,2026-02-25,VAL,12.9,12.83,11.997,0.07,hold,-0.00542635,-0.0118139,-0.00662635,-0.00642635,3.14845e+07,0.0394266,3.6057,0.127163,0.159253,0.00408669,13.03
CSTM,2026-02-18,2026-02-19,2026-02-25,VAL,25.49,25.99,23.7057,0.07,hold,0.0196155,0.0132279,0.0184155,0.0186155,3.5204e+07,0.0971807,3.43604,0.0405844,0.053843,0.00721935,25.64
AMRZ,2026-02-18,2026-02-19,2026-02-25,VAL,62.54,63.39,58.1622,0.07,hold,0.0135913,0.0106579,0.0129913,0.0125913,1.92286e+08,0.0635999,2.79037,0.0588431,0.0909402,0.0017721,63.7
ESI,2026-02-18,2026-02-19,2026-02-25,VAL,33.71,35.89,31.3503,0.07,hold,0.0646693,0.0617358,0.0640692,0.0636692,7.00084e+07,0.0612813,2.40228,0.044975,0.0488791,0.00667305,33.69
ADI,2026-02-18,2026-02-19,2026-02-25,VAL,344.97,360.8,320.822,0.07,hold,0.0458881,0.0429547,0.0452881,0.0448881,1.21526e+09,0.0435542,2.06685,0.0652294,0.0452982,0.00425322,346.37
HLF,2026-02-19,2026-02-20,2026-02-26,VAL,19.3,19.28,17.949,0.07,hold,-0.00103617,-0.00742377,-0.00223617,-0.00203617,2.03294e+07,0.147521,5.1895,0.181763,0.230818,0.00485996,19.57
DE,2026-02-19,2026-02-20,2026-02-26,VAL,664.25,619.46,617.753,0.07,hold,-0.0674294,-0.0703628,-0.0680294,-0.0684294,8.49057e+08,0.0679959,3.99581,0.0804812,0.0979898,0.00264393,662
RNG,2026-02-20,2026-02-23,2026-02-23,VAL,39.26,34.58,36.5118,0.07,stop,-0.119205,-0.122139,-0.119805,-0.120205,5.54177e+07,0.169105,4.84859,0.390845,0.362069,0.00766834,39.5
SYRE,2026-02-20,2026-02-23,2026-02-27,VAL,43.01,43.01,39.9993,0.07,hold,0,-0.0063876,-0.0012,-0.001,2.04439e+07,0.000264406,3.69246,0.240241,0.201947,-0.0011001,43.21
FET,2026-02-20,2026-02-23,2026-02-27,VAL,58.31,58.03,54.2283,0.07,hold,-0.00480199,-0.0111896,-0.00600199,-0.00580199,1.12343e+07,0.0411088,2.96248,0.191025,0.143704,0.00474105,57.86
GATX,2026-02-20,2026-02-23,2026-02-27,VAL,198.69,184.17,184.782,0.07,stop,-0.0730787,-0.0794663,-0.0742787,-0.0740787,3.67581e+07,0.0093621,2.42119,0.0433047,0.0259962,-0.000317517,198.52
FIX,2026-02-20,2026-02-23,2026-02-27,VAL,1463,1429.37,1360.59,0.07,hold,-0.022987,-0.0259204,-0.023587,-0.023987,4.07639e+08,0.029843,2.41047,0.124775,0.0930518,0.00579263,1462.23
VRE,2026-02-23,2026-02-24,2026-03-02,VAL,18.83,18.85,17.5119,0.07,hold,0.00106215,-0.00532545,-0.000137845,6.21547e-05,1.20328e+07,0.126416,20.8066,0.131088,0.122985,0.00852557,18.81
IBRX,2026-02-23,2026-02-24,2026-03-02,VAL,10.15,10.44,9.4395,0.07,hold,0.0285714,0.025638,0.0279714,0.0275714,1.59744e+08,0.143678,2.62783,0.65349,0.151054,0.00697494,9.83
TDW,2026-02-23,2026-02-24,2026-03-02,VAL,77.71,79.87,72.2703,0.07,hold,0.0277957,0.0214081,0.0265957,0.0267957,4.92479e+07,0.0474244,2.03142,0.128414,0.104563,0.00633734,78.91
KEYS,2026-02-24,2026-02-25,2026-03-03,VAL,301.48,302.54,280.376,0.07,hold,0.00351596,0.000582559,0.00291596,0.00251596,2.56665e+08,0.133551,4.947,0.286232,0.258579,0.00735868,301.48
PVLA,2026-02-24,2026-02-25,2026-03-03,VAL,122.71,131.51,114.12,0.07,hold,0.0717138,0.0653262,0.0705138,0.0707138,2.18928e+07,0.28643,3.98986,0.503434,0.462529,0.0136752,120.41
HSIC,2026-02-24,2026-02-25,2026-03-03,VAL,82.58,80.21,76.7994,0.07,hold,-0.0286995,-0.0316329,-0.0292995,-0.0296995,9.28962e+07,0.0425717,3.49483,0.0795233,0.0852864,0.00310147,83.35
HLX,2026-02-24,2026-02-25,2026-02-25,VAL,10.55,9.6,9.8115,0.07,stop,-0.0900474,-0.096435,-0.0912474,-0.0910474,1.64673e+07,0.0848953,2.95392,0.257449,0.159341,0.00653481,10.55
E,2026-02-24,2026-02-25,2026-03-03,VAL,44.4,46.24,41.292,0.0699999,hold,0.0414414,0.0350538,0.0402414,0.0404414,1.07601e+07,0.00181329,2.84905,0.0289218,0.0141392,-0.000543371,44.47
ESTA,2026-02-24,2026-02-25,2026-03-03,VAL,79.9,71.11,74.307,0.07,stop,-0.110013,-0.1164,-0.111213,-0.111013,3.68573e+07,-0.11326,2.52556,0.0716976,0.0500857,-0.00462521,79.67
JAZZ,2026-02-25,2026-02-26,2026-03-04,VAL,195.065,188.69,181.41,0.07,hold,-0.0326814,-0.0356148,-0.0332814,-0.0336814,1.24007e+08,0.0354944,6.99234,0.166607,0.143098,0.000722298,196.83
YOU,2026-02-25,2026-02-26,2026-03-04,VAL,46.93,48.4,43.6449,0.07,hold,0.0313233,0.0249357,0.0301233,0.0303233,4.41795e+07,0.196893,6.8435,0.395021,0.357164,0.00859804,46.51
CLDX,2026-02-25,2026-02-26,2026-03-04,VAL,30.05,29.54,27.9465,0.07,hold,-0.0169716,-0.0233592,-0.0181716,-0.0179716,1.40528e+07,0.0285829,5.84214,0.34,0.338836,0.00287991,30.82
ECG,2026-02-25,2026-02-26,2026-02-27,VAL,130.05,120.87,120.947,0.07,stop,-0.0705882,-0.0735216,-0.0711882,-0.0715882,5.44181e+07,0.125804,4.82252,0.274616,0.202848,0.0068076,130.1
UTHR,2026-02-25,2026-02-26,2026-03-04,VAL,530.01,490.21,492.909,0.07,stop,-0.075093,-0.0780264,-0.075693,-0.076093,1.32258e+08,0.0138775,3.5379,0.124042,0.130286,0.000774789,535.1
SUZ,2026-02-25,2026-02-26,2026-03-04,VAL,11.52,10.75,10.7136,0.07,hold,-0.0668403,-0.0732279,-0.0680403,-0.0678403,3.23225e+07,0.00882614,3.45316,0.0514705,0.0409462,0.0072059,11.44
LMAT,2026-02-26,2026-02-27,2026-03-05,VAL,111.69,106.15,103.872,0.07,hold,-0.0496016,-0.0559892,-0.0508016,-0.0506016,1.20442e+07,0.116218,8.66929,0.237644,0.244145,0.00547533,113.69
NVAX,2026-02-26,2026-02-27,2026-02-27,VAL,11.15,10.14,10.3695,0.07,stop,-0.0905829,-0.0969705,-0.0917829,-0.0915829,3.20675e+07,0.0309548,6.42535,0.213008,0.195513,-0.00095728,11.19
NATL,2026-02-27,2026-03-02,2026-03-06,VAL,43.33,45.46,40.2969,0.07,hold,0.0491576,0.04277,0.0479576,0.0481576,1.57646e+07,0.0883688,17.7998,0.0502846,0.0936033,0.0069665,44.28
FIGS,2026-02-27,2026-03-02,2026-03-06,VAL,15.64,16.42,14.5452,0.07,hold,0.0498722,0.0434846,0.0486722,0.0488722,3.22217e+07,0.168404,7.85694,0.374555,0.409672,0.00916184,15.45
AAOI,2026-02-27,2026-03-02,2026-03-03,VAL,107.55,95.34,100.022,0.07,stop,-0.113529,-0.116462,-0.114129,-0.114529,2.37938e+08,0.227975,4.59371,0.629838,0.49689,0.0124933,84.23
BTSG,2026-02-27,2026-03-02,2026-03-06,VAL,41.83,41.49,38.9019,0.07,hold,-0.00812817,-0.0110616,-0.00872817,-0.00912817,5.7235e+07,0.0266633,3.9938,0.00901115,0.0280397,0.00223594,41.43
RLAY,2026-02-27,2026-03-02,2026-03-06,VAL,9.91,9.89,9.2163,0.07,hold,-0.00201809,-0.00840569,-0.00321809,-0.00301809,1.63682e+07,0.0524018,3.97813,0.17931,0.117647,0.00343084,10.26
AES,2026-02-27,2026-03-02,2026-03-06,VAL,14.345,14.15,13.3408,0.07,hold,-0.0135936,-0.016527,-0.0141936,-0.0145936,1.50244e+08,0.0498462,2.66498,0.0466384,0.0620774,0.00425774,17.28
BNO,2026-03-02,2026-03-03,2026-03-09,VAL,39.99,42.72,37.1907,0.07,hold,0.0682671,0.0618795,0.0670671,0.0672671,3.73702e+07,0.0795748,5.00213,0.1018,0.109658,0.00372449,37.34
USO,2026-03-02,2026-03-03,2026-03-09,VAL,94.1,104.33,87.513,0.07,hold,0.108714,0.105781,0.108114,0.107714,7.34365e+08,0.0691886,4.4059,0.0777503,0.0935658,0.00237509,87.19
NAT,2026-03-02,2026-03-03,2026-03-09,VAL,5.7,5.63,5.301,0.07,hold,-0.0122806,-0.0186682,-0.0134806,-0.0132806,1.3889e+07,0.106387,3.43104,0.211382,0.18254,0.00331887,5.96
HTO,2026-03-03,2026-03-04,2026-03-10,VAL,56.46,57.29,52.5078,0.07,hold,0.0147007,0.00831305,0.0135007,0.0137007,1.45656e+07,0.0134166,9.10441,0.031911,0.047963,0.0019287,56.59
TDW,2026-03-03,2026-03-04,2026-03-05,VAL,87.55,80.28,81.4215,0.07,stop,-0.0830383,-0.0859717,-0.0836383,-0.0840383,5.16352e+07,0.0860147,2.63499,0.103739,0.129622,0.00912719,87.67
DCO,2026-03-03,2026-03-04,2026-03-10,VAL,134.81,131.02,125.373,0.07,hold,-0.0281136,-0.0345012,-0.0293136,-0.0291136,2.05672e+07,-0.0102855,2.58677,0.0740063,0.10384,-0.000155768,135.11
TGT,2026-03-03,2026-03-04,2026-03-10,VAL,123.96,120.74,115.283,0.07,hold,-0.0259761,-0.0289095,-0.0265761,-0.0269761,7.21299e+08,0.025095,2.43753,0.0457064,0.0523565,0.000989097,120.8
FLNG,2026-03-03,2026-03-04,2026-03-10,VAL,28.79,29.93,26.7747,0.07,hold,0.039597,0.0332094,0.038397,0.038597,1.60641e+07,-0.00319028,2.37013,0.0586108,0.06555,0.000219035,29.26
BW,2026-03-04,2026-03-05,2026-03-11,VAL,12.01,14.76,11.1693,0.07,hold,0.228976,0.222588,0.227776,0.227976,1.90088e+07,0.201234,8.15302,0.292443,0.331828,0.0031787,11.8
ROST,2026-03-04,2026-03-05,2026-03-11,VAL,211.49,212.87,196.686,0.07,hold,0.00652504,0.00359164,0.00592504,0.00552504,4.4297e+08,0.0865462,3.08465,0.0594949,0.0383195,0.00397323,213.52
ANAB,2026-03-04,2026-03-05,2026-03-11,VAL,59.51,64.67,55.3443,0.07,hold,0.0867081,0.0803205,0.0855081,0.0857081,1.96947e+07,0.0615181,2.5803,0.0987116,0.0999092,5.94437e-05,60.55
SSRM,2026-03-04,2026-03-05,2026-03-09,VAL,32.75,30.14,30.4575,0.07,stop,-0.0796947,-0.0826281,-0.0802947,-0.0806947,9.63373e+07,0.147943,2.55527,0.0908494,0.0332401,0.00429117,33.26
DNTH,2026-03-04,2026-03-05,2026-03-11,VAL,60.9,85.84,56.637,0.07,hold,0.409524,0.403136,0.408324,0.408524,3.35478e+07,0.0552447,2.40817,0.195874,0.123935,0.00127732,62.03
MRNA,2026-03-04,2026-03-05,2026-03-06,VAL,56.955,52.52,52.9682,0.07,stop,-0.0778685,-0.0808019,-0.0784685,-0.0788685,4.54694e+08,0.0752559,2.32106,0.12517,0.0789621,-0.00034214,57.8
TNGX,2026-03-05,2026-03-06,2026-03-12,VAL,16.73,17.15,15.5589,0.07,hold,0.0251046,0.018717,0.0239046,0.0241046,2.93721e+07,-0.0121458,6.53583,0.476316,0.45967,0.000140297,16.83
UNF,2026-03-05,2026-03-06,2026-03-12,VAL,264.25,272.88,245.753,0.07,hold,0.0326585,0.0262709,0.0314585,0.0316585,2.96447e+07,-0.0030269,4.84932,0.129713,0.13518,0.00667102,262.76
DAWN,2026-03-06,2026-03-09,2026-03-13,VAL,21.19,21.31,19.7067,0.07,hold,0.00566304,-0.000724563,0.00446304,0.00466304,2.06056e+07,0.652973,30.793,1,1.11366,0.0257964,21.2
DBC,2026-03-06,2026-03-09,2026-03-13,VAL,28.38,28.71,26.3934,0.07,hold,0.0116279,0.00524031,0.0104279,0.0106279,1.68914e+07,0.0297889,5.82818,0.0960159,0.0617522,0.00654481,27.51
AMPX,2026-03-06,2026-03-09,2026-03-13,VAL,16.13,17.95,15.0009,0.07,hold,0.112833,0.1099,0.112233,0.111833,7.70699e+07,-0.0107455,2.97231,0.521901,0.404127,0.000668451,16.33
LION,2026-03-06,2026-03-09,2026-03-13,VAL,10.33,9.72,9.6069,0.07,hold,-0.0590513,-0.0654389,-0.0602513,-0.0600513,1.69384e+07,0,2.92852,0.184444,0.174009,0.00265522,10.66
CF,2026-03-06,2026-03-09,2026-03-13,VAL,116.7,129.57,108.531,0.07,hold,0.110283,0.10735,0.109683,0.109283,2.23699e+08,0.0110128,2.7064,0.16315,0.0891815,0.00712319,115.78
IOVA,2026-03-06,2026-03-09,2026-03-12,VAL,5.02,4.07,4.6686,0.07,stop,-0.189243,-0.195631,-0.190443,-0.190243,3.05018e+07,-0.0349345,2.67173,0.329016,0.369827,0.00796045,5.13
XENE,2026-03-09,2026-03-10,2026-03-12,VAL,63.26,57.9,58.8318,0.07,stop,-0.0847296,-0.0911172,-0.0859296,-0.0857296,3.41575e+07,0.443968,12.358,0.474971,0.45784,0.022761,62.76
PBR,2026-03-09,2026-03-10,2026-03-16,VAL,17.91,19.17,16.6563,0.07,hold,0.0703517,0.0674183,0.0697517,0.0693517,3.24465e+08,0.0238637,3.16756,0.0484989,0.0828861,0.00429581,18.16
PBR.A,2026-03-09,2026-03-10,2026-03-16,VAL,16.39,17.46,15.2427,0.07,hold,0.0652837,0.0623503,0.0646837,0.0642837,1.43312e+08,0.0235732,2.80156,0.0510076,0.0774693,0.00444929,16.69
ADEA,2026-03-09,2026-03-10,2026-03-16,VAL,22.25,22.96,20.6925,0.07,hold,0.0319101,0.0255225,0.0307101,0.0309101,1.58079e+07,0.0468042,2.70992,0.0963144,0.0751806,0.00236487,22.31
MAZE,2026-03-10,2026-03-11,2026-03-17,VAL,51.05,50.39,47.4765,0.07,hold,-0.0129285,-0.0193161,-0.0141285,-0.0139285,1.6711e+07,0.0272969,3.23342,0.155613,0.127042,0.00121157,51.055
ISSC,2026-03-10,2026-03-11,2026-03-12,VAL,30.55,27.93,28.4115,0.07,stop,-0.085761,-0.0921486,-0.086961,-0.086761,1.09692e+07,0.0253296,2.42413,0.0925993,0.0817699,0.0124562,30.56
CGON,2026-03-11,2026-03-12,2026-03-18,VAL,63.675,64.45,59.2178,0.07,hold,0.0121711,0.00578355,0.0109711,0.0111711,4.81983e+07,-0.013535,4.38642,0.0501869,0.0449257,-0.00886489,64.66
PURR,2026-03-11,2026-03-12,2026-03-12,VAL,6.07,5.38,5.6451,0.07,stop,-0.113674,-0.120061,-0.114874,-0.114674,1.26019e+07,0.0272045,2.93066,0.156436,0.34873,-0.00266867,5.84
LGND,2026-03-11,2026-03-12,2026-03-13,VAL,218.8,202.91,203.484,0.07,stop,-0.0726234,-0.079011,-0.0738234,-0.0736234,3.53665e+07,0.0241179,2.03967,0.058818,0.09579,-0.00024271,221.24
FTGC,2026-03-12,2026-03-13,2026-03-19,VAL,28.64,28.65,26.6352,0.07,hold,0.000349164,-0.00603844,-0.000850836,-0.000650836,1.24197e+07,0.0233629,3.57018,0.0702662,0.0541422,0.00858162,28.94
NTR,2026-03-12,2026-03-13,2026-03-16,VAL,84.63,77.79,78.7059,0.07,stop,-0.0808223,-0.0837557,-0.0814224,-0.0818224,2.23278e+08,0.0355567,3.05566,0.128378,0.107242,0.00402238,83.94
UMAC,2026-03-12,2026-03-13,2026-03-13,VAL,23,20.4,21.39,0.07,stop,-0.113043,-0.119431,-0.114243,-0.114043,3.20654e+07,0.00856853,3.04701,0.451507,0.281829,0.00670706,22.15
APEI,2026-03-12,2026-03-13,2026-03-19,VAL,49.8,54.52,46.314,0.07,hold,0.0947791,0.0883915,0.0935791,0.0937791,1.01125e+07,-0.0174902,2.79567,0.0498676,0.0375055,-0.00454701,47.58
MEOH,2026-03-12,2026-03-13,2026-03-13,VAL,57.47,51.75,53.4471,0.07,stop,-0.0995302,-0.105918,-0.10073,-0.10053,2.50555e+07,0.0175767,2.62566,0.0177038,0.0952652,0.00019156,58.06
CVX,2026-03-12,2026-03-13,2026-03-19,VAL,196,201.44,182.28,0.07,hold,0.0277551,0.0248217,0.0271551,0.0267551,1.9711e+09,0.00411916,2.47187,0.0372301,0.0397487,0.00317799,196.97
BG,2026-03-12,2026-03-13,2026-03-19,VAL,126.33,122.04,117.487,0.07,hold,-0.0339587,-0.0368921,-0.0345587,-0.0349587,1.85838e+08,0.00721157,2.27445,0.111573,0.0592643,0.00147449,125.83
OXY,2026-03-12,2026-03-13,2026-03-19,VAL,57.7,59.58,53.661,0.07,hold,0.0325823,0.0296489,0.0319823,0.0315823,7.65381e+08,0.0219502,2.17319,0.0971074,0.0616139,0.00802089,58.41
PSX,2026-03-12,2026-03-13,2026-03-19,VAL,172.89,178.34,160.788,0.07,hold,0.0315229,0.0285895,0.0309229,0.0305229,4.57454e+08,0.000295043,2.15511,0.0459625,0.0680368,0.00253437,174.09
